ID1,ID2,EdgeType,Score,Annotation
465,591,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9734
466,537,MS1 annotation,2,[2M+K]+ [M+Na]+ dm/z=485.8682
468,568,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9741
469,545,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9740
472,584,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9741
473,478,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9739
473,495,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9737
474,531,MS1 annotation,4,[M+Na]+ [2M+K]+ dm/z=439.8729
475,478,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9739
477,481,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9738
480,493,MS1 annotation,2,[M+Na]+ [2M+K]+ dm/z=349.8933
483,622,MS1 annotation,3,[2M+Na]+ [M-2H2O+H]+ dm/z=657.8112
483,548,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9740
484,485,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9737
492,494,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9738
494,655,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9738
495,540,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9739
496,590,MS1 annotation,4,[2M+Na]+ [M+K]+ dm/z=523.8333
499,579,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9739
500,615,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9740
503,639,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9738
507,732,MS1 annotation,2,[M-2H2O+H]+ [2M+K]+ dm/z=385.8604
507,698,MS1 annotation,2,[M+K]+ [2M+Na]+ dm/z=303.8974
508,712,MS1 annotation,2,[M-2H2O+H]+ [2M+K]+ dm/z=469.8218
514,685,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9738
515,535,MS1 annotation,4,[2M+Na]+ [M+K]+ dm/z=543.8990
515,574,MS1 annotation,4,[M+Na]+ [M+K]+ dm/z=15.9738
520,706,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9740
521,586,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9739
524,658,MS1 annotation,3,[M+Na]+ [M+K]+ dm/z=15.9739
525,612,MS1 annotation,4,[M+K]+ [M+Na]+ dm/z=15.9739
530,533,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9738
531,562,MS1 annotation,4,[M+K]+ [M+Na]+ dm/z=15.9738
532,575,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9741
533,558,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9742
538,794,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9741
539,566,MS1 annotation,4,[2M+K]+ [M+Na]+ dm/z=523.8334
539,550,MS1 annotation,4,[M+K]+ [M+Na]+ dm/z=15.9740
540,719,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9739
541,719,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9740
542,670,MS1 annotation,3,[M+Na]+ [M+K]+ dm/z=15.9739
542,579,MS1 annotation,3,[M+K]+ [M+Na]+ dm/z=15.9737
543,693,MS1 annotation,4,[M+Na]+ [M+K]+ dm/z=15.9740
543,684,MS1 annotation,4,[2M+Na]+ [M+K]+ dm/z=323.9632
546,679,MS1 annotation,3,[M+K]+ [2M+Na]+ dm/z=555.7815
546,547,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9740
546,686,MS1 annotation,2,[M-2H2O+H]+ [2M+K]+ dm/z=637.7448
547,714,MS1 annotation,3,[M-2H2O+H]+ [2M+Na]+ dm/z=637.7448
547,632,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9737
548,593,MS1 annotation,3,[2M+Na]+ [M-2H2O+H]+ dm/z=673.7837
548,790,MS1 annotation,3,[2M+K]+ [M-2H2O+H]+ dm/z=689.7582
549,701,MS1 annotation,3,[M-2H2O+H]+ [2M+Na]+ dm/z=553.7834
549,610,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9739
550,730,MS1 annotation,4,[2M+Na]+ [M+K]+ dm/z=491.8852
551,627,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9740
561,652,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9741
562,728,MS1 annotation,4,[2M+Na]+ [M+K]+ dm/z=407.9257
563,778,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9738
564,605,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9732
564,729,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9726
567,612,MS1 annotation,4,[M+K]+ [2M+Na]+ dm/z=120.0006
572,626,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9740
572,645,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9738
573,592,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9739
573,642,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9735
574,760,MS1 annotation,4,[2M+K]+ [M+Na]+ dm/z=575.8475
575,701,MS1 annotation,3,[M+K]+ [2M+Na]+ dm/z=405.8311
575,634,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9739
579,767,MS1 annotation,3,[2M+Na]+ [M+K]+ dm/z=627.8607
582,714,MS1 annotation,3,[M+K]+ [2M+Na]+ dm/z=489.7923
582,687,MS1 annotation,3,[M-2H2O+H]+ [2M+K]+ dm/z=571.7559
593,790,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9746
594,625,MS1 annotation,3,[M+K]+ [2M+Na]+ dm/z=321.8691
594,649,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9741
597,736,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9739
599,633,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9738
602,609,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9739
603,674,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9741
605,614,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9736
606,611,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9740
607,687,MS1 annotation,3,[M-2H2O+H]+ [2M+Na]+ dm/z=555.7821
609,624,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9738
610,740,MS1 annotation,3,[M+K]+ [2M+Na]+ dm/z=487.7938
