"","A1.mzML","A10.mzML","A11.mzML","A12.mzML","A13.mzML","A14.mzML","A15.mzML","A2.mzML","A3.mzML","A4.mzML","A5.mzML","A6.mzML","A7.mzML","A8.mzML","A9.mzML","pooled_QC_1.mzML"
"5327_403.089_2.073",9.609225259057e-05,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,2.18863561846271e-06,6.83661358231232e-06,6.61837487409464e-07,6.9499259639594e-05,6.68348701401232e-05,8.44673953481555e-06,3.5884900441668e-05,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,1.73528132499482e-05,5.08493068775969e-05
"6020_403.089_2.318",6.5174807999052e-05,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,4.48899224965209e-06,1.99784807752047e-05,6.61837487409464e-07,0.000108744713661015,8.75018197670122e-05,1.76590449726217e-05,6.92654607441003e-05,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,8.48628170878448e-05
"16091_403.106_4.47",1.38676244858095e-05,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,7.29921589301193e-06,6.04008784863097e-06,6.61837487409464e-07,3.55441936114487e-06,9.14836206578052e-06,5.63379424959963e-05,0.000152888385133616,1.01187784278396e-06,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,4.8830624276013e-05
"5022_403.125_1.953",1.54103302663294e-05,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,1.25866331440228e-05,9.12017529121676e-06,2.99754501099861e-05,1.82002718771321e-05,8.04008284150979e-06,1.25843378162579e-07,2.67522525798675e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,1.25191400043846e-05
"28554_403.156_8.075",1.19845426193531e-06,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,5.21574462212727e-07,4.47151232183993e-07,6.61837487409464e-07,8.99082083905755e-08,1.03045798348077e-07,3.49051806610314e-06,6.48689644590096e-07,0.000229940041513702,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,2.28882655796648e-07
"30437_403.157_8.455",1.4898668697317e-06,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,5.21574462212727e-07,4.47151232183993e-07,6.61837487409464e-07,8.99082083905755e-08,1.03045798348077e-07,2.04013738181971e-06,8.68373537496128e-07,0.000223446121398224,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,2.28882655796648e-07
"29225_403.157_8.18",1.47512686552867e-06,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,5.21574462212727e-07,4.47151232183993e-07,6.61837487409464e-07,8.99082083905755e-08,1.03045798348077e-07,2.30003584758149e-06,5.14276514588695e-07,0.000123673581718638,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,2.28882655796648e-07
"37052_403.158_10.137",1.50498253809873e-07,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,0.000177214193337443,3.62856487161244e-05,8.02014516825178e-06,8.99082083905755e-08,1.03045798348077e-07,6.36495957813497e-07,1.58475753113843e-06,1.35208649356427e-06,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,4.9433652045859e-06
"7135_403.162_2.599",5.72354607421295e-05,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,3.69351888559088e-05,1.96689403347253e-05,1.02116184482098e-05,7.97514211244783e-05,7.94556607363249e-06,3.03484319788392e-06,6.82876466903448e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,3.85793264515611e-05
"7572_403.162_2.742",3.16031283175352e-05,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,8.58216697421522e-05,3.85816666356035e-05,2.71116815582295e-05,3.8733372625375e-05,1.52761285928841e-05,1.23204199415984e-06,5.81996667953253e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,2.30967932847312e-05
"11540_403.173_3.491",0.000134286496399102,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,8.22488076252222e-06,5.86332032839983e-06,6.61837487409464e-07,0.000108595915576129,6.83469641850829e-05,1.48459006260622e-05,5.3361435417296e-05,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.03291600562432e-05,4.86623643127312e-05
"10994_403.173_3.394",0.000154212225774489,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,6.23190384622797e-06,3.68423276101262e-06,6.61837487409464e-07,0.000152404630063888,9.10148032594458e-05,1.89533598474461e-05,7.13778744383471e-05,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,1.5305219151552e-05,6.99973411572855e-05
"18490_403.189_5.104",1.50498253809873e-07,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,1.8480230754698e-05,2.03792131363504e-05,6.61837487409464e-07,8.99082083905755e-08,1.03045798348077e-07,6.28113816401765e-07,9.43406517199285e-08,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,1.93647783519102e-06
"19385_403.198_5.365",1.93590282006659e-05,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,2.75602464800778e-06,6.44358136863539e-06,6.61837487409464e-07,1.92157799824828e-05,2.2359431196732e-05,1.25843378162579e-07,8.89606830860847e-07,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,1.42682994937899e-05
"17206_403.198_4.735",4.95910113931325e-05,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,5.14129520193067e-06,8.96538931905867e-06,6.61837487409464e-07,5.47716616610222e-05,1.06179971434084e-05,3.40484289322318e-07,9.62601259167736e-07,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,1.91762882829831e-05
"6628_403.198_2.498",5.38658458843047e-05,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,5.21574462212727e-07,4.47151232183993e-07,6.61837487409464e-07,5.90021064603189e-05,6.52163590598445e-06,1.25843378162579e-07,8.91139223219579e-07,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,1.9149355556838e-05
"18956_403.198_5.227",0.000395696883950784,0.000266881569963737,5.23976479143899e-05,5.09543919823641e-05,5.87479840750198e-05,6.63292704977731e-05,1.03598377056032e-05,0.00033478479984098,0.000374170019932697,5.41322012346759e-06,2.13380286409736e-05,2.98460325669219e-07,2.67177188178962e-05,1.92333369420457e-06,2.46114587537139e-05,0.000231954130990476
"18513_403.198_5.147",0.000227349417524541,0.000298111426460973,6.89952461889731e-05,5.82919111443323e-05,5.83895853687069e-05,6.60676514580974e-05,1.03598377056032e-05,0.000150984826200773,0.00013688017194093,4.92137343524545e-06,1.26029944645868e-05,2.98460325669219e-07,1.94836016186316e-05,1.92333369420457e-06,1.70795708571393e-05,9.61548651557181e-05
"23697_403.211_6.777",6.03447495352192e-05,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,0.000171572440919339,7.830790323147e-05,3.89117836808513e-05,1.53579709913869e-05,2.83910518955643e-05,8.13554273199186e-07,5.86894555856808e-06,2.98460325669219e-07,9.58699105865064e-06,1.92333369420457e-06,2.75815627240278e-06,5.54205694857425e-05
"20944_403.212_5.884",3.64353074385808e-05,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,0.00010737145511171,5.91067211950891e-05,1.97885588128116e-05,8.83203272619793e-06,1.09902887321152e-05,6.93307693478084e-07,1.77879406023211e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,3.15385344286977e-05
"27916_403.212_7.944",7.19570973173654e-05,6.16092552383834e-05,1.80073774375315e-06,5.09613702421059e-06,0.000166277292512322,0.000121006364230192,5.85913747118012e-05,3.16440235506223e-05,2.90563577247988e-05,1.25843378162579e-07,3.89838836453816e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,3.5738856279975e-05
"27480_403.212_7.777",4.4578027432416e-05,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,7.64198040482007e-05,6.76482954950198e-05,3.39345063051535e-05,2.44587046152019e-05,2.01149309431884e-05,7.44172099691475e-07,5.69724374994794e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,4.32002748025895e-05
"30084_403.212_8.39",0.00014298206317727,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,6.92105781235663e-05,8.19154685600905e-05,2.58877612866123e-05,3.35741903369823e-05,2.21160346790838e-05,8.14661837930855e-07,2.34895315266182e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,3.46705022680765e-05
"22258_403.212_6.266",6.71730485640126e-05,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,0.00011557799067792,6.91222228253703e-05,3.18092257989931e-05,3.79788271816148e-05,3.9685659460676e-05,2.34314192372885e-06,3.65387969397961e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,5.20887324681285e-05
"29613_403.234_8.277",0.000183360772037778,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,5.21574462212727e-07,4.47151232183993e-07,6.61837487409464e-07,0.000182895711617477,0.000117997439234888,1.78057712013674e-05,5.18702592028364e-05,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,9.05042933794671e-05
"27322_403.234_7.759",0.000152446522113739,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,9.58845777241156e-06,7.32275792632196e-06,6.61837487409464e-07,6.23982562133287e-05,5.99688958088913e-05,1.35001329700299e-05,3.97280094725097e-05,7.40712324384216e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,8.90785417014815e-05
"29062_403.234_8.157",0.000332526849509074,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,5.21574462212727e-07,6.25291151009454e-06,6.61837487409464e-07,0.000172477199513386,0.00011392710209674,5.18116350409741e-05,6.21017440937563e-05,1.05893950784278e-06,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,0.000176060973440238
"27656_403.234_7.813",0.000200494663033376,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,8.30909844261851e-06,1.3261455249308e-05,6.61837487409464e-07,0.000127638310643783,8.01560946440212e-05,2.14470836694229e-05,5.00815282846408e-05,7.40712324384216e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,0.000162116971279098
"28211_403.234_7.95",0.000330486931189053,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,7.06978536295485e-06,1.44465655662852e-05,6.61837487409464e-07,0.000195159661216677,0.000153756239950891,3.25882510549507e-05,5.73188713813351e-05,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,0.00017745183871979
"20344_403.234_5.666",0.000577616778865757,0.000484237958223241,4.29500834806677e-05,3.03367258145016e-05,1.19142312013032e-05,2.25469728386472e-05,2.20761985838663e-06,0.000538577140722065,0.000833099986584612,9.09731218990647e-07,1.88106082757052e-05,1.28519424265339e-06,1.4347558600623e-05,1.92333369420457e-06,1.34063332425702e-05,0.000384046629757956
"20114_403.234_5.602",0.00036864689217945,0.000567840107243605,6.607533765972e-05,4.04443721809478e-05,1.54282087468459e-05,2.60616689213542e-05,2.20761985838663e-06,0.000214968993735587,0.000362961025861388,9.79474906202898e-07,9.59038977599849e-06,9.68095951460723e-07,1.4347558600623e-05,1.92333369420457e-06,1.34063332425702e-05,0.000202797393693966
"40296_403.236_10.877",6.93994957879719e-07,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,5.21574462212727e-07,4.47151232183993e-07,6.61837487409464e-07,0.000585062749512551,0.000988895982984553,1.66514914056701e-06,9.43406517199285e-08,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,8.54669060409132e-07
"41276_403.236_11.041",1.2671776819426e-06,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,5.21574462212727e-07,4.47151232183993e-07,6.61837487409464e-07,0.000137071755722852,0.000163408680399153,1.97894947128028e-06,6.14831213508957e-07,1.67814347842325e-06,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,1.34196338173671e-06
"41680_403.237_11.112",0.000734311182601576,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,5.21574462212727e-07,4.47151232183993e-07,6.61837487409464e-07,9.22084383843554e-05,0.000206541508703442,2.83003896308172e-06,2.27178861025622e-06,1.67814347842325e-06,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,2.28882655796648e-07
"42021_403.237_11.184",0.000775860911534149,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,5.21574462212727e-07,4.47151232183993e-07,6.61837487409464e-07,0.000101369849831992,0.000276084260829606,1.19748797658549e-05,5.47789851854053e-06,1.67814347842325e-06,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,2.28882655796648e-07
"42632_403.237_11.335",0.000538880204338377,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,5.21574462212727e-07,3.93002335844592e-06,6.61837487409464e-07,0.000328854342030277,9.72514979777156e-05,5.25251312441962e-05,7.24431680055156e-06,4.42270041998322e-06,0.000159609122353576,1.92333369420457e-06,0.000104576566987975,0.00195073582013995
"33375_403.25_9.198",0.000114056085019084,4.09473456195516e-06,1.80073774375315e-06,7.68630351646871e-06,3.39595769140726e-05,2.69821149971394e-05,1.16264487514224e-06,6.57342665700828e-05,8.13144348052019e-05,3.60779837439711e-06,5.88940708107856e-06,2.98460325669219e-07,2.13586965025852e-05,1.92333369420457e-06,2.75815627240278e-06,8.25177634247304e-05
"28466_403.25_8.016",0.000734269487744441,4.09473456195516e-06,3.97647318839351e-06,3.99462802831864e-05,7.44777452460818e-05,7.24361673136299e-05,2.76611277589561e-06,0.000375464310219915,0.000269503369725354,4.74628239506966e-06,1.61978310616874e-05,9.22767018172142e-07,4.26403138545367e-05,1.92333369420457e-06,2.60641129024696e-05,0.000307576934456296
"32487_403.25_8.989",0.000781127187476442,8.29326738788065e-05,3.88450378219995e-05,9.86386318845403e-05,0.00029578659634577,0.000227089884332275,2.61211876079814e-05,0.000493122033252362,0.000546880375224485,6.42779660894368e-06,1.26938423680873e-05,2.98460325669219e-07,2.64818000534734e-05,1.92333369420457e-06,0.000104305227096141,0.000413863251356764
"31668_403.25_8.749",0.000161889346926222,4.09473456195516e-06,1.80073774375315e-06,6.30079981864866e-06,6.68383863456326e-05,2.33347699770258e-05,2.13235186366935e-06,0.000110190069845629,0.000142536917880247,3.81889592213815e-06,2.78156882794289e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,0.000101102218380487
"31276_403.25_8.674",9.0498841330302e-05,4.09473456195516e-06,1.80073774375315e-06,8.65229540600148e-06,0.000102681392350685,3.58197476197727e-05,6.61837487409464e-07,4.49774629608381e-05,4.85431249941823e-05,3.64789808084094e-06,5.30396587512308e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,4.55583253592381e-05
"32187_403.25_8.903",0.000583958826587528,9.15904177778435e-05,3.27416561928875e-05,0.000122581615601936,3.58337925107175e-05,2.62203435848531e-05,2.01427358795824e-05,0.000339183538502805,0.000343802282642521,3.57805100185322e-06,7.37598526081963e-06,2.98460325669219e-07,2.46270167060183e-05,1.92333369420457e-06,9.44804958005381e-05,0.000265308953330491
"38218_403.287_10.459",5.56519865238392e-05,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,5.21574462212727e-07,2.16902036389571e-06,6.61837487409464e-07,7.99734392282569e-05,4.93570638487591e-05,5.89406481135003e-06,1.00324239716851e-05,6.2791450126918e-06,6.56954387577358e-06,1.92333369420457e-06,2.75815627240278e-06,3.90198657423665e-05
"40562_403.288_10.952",9.23632342209878e-06,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,5.21574462212727e-07,4.47151232183993e-07,6.61837487409464e-07,1.93693789613604e-06,1.46218299284731e-06,7.11414439138864e-05,9.27098502688705e-05,1.71349817287148e-05,0.000279608325200265,2.15129703887082e-05,2.75815627240278e-06,2.2688010422042e-06
"42800_403.289_11.351",1.50498253809873e-07,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,5.21574462212727e-07,4.47151232183993e-07,6.61837487409464e-07,8.99082083905755e-08,5.37746138044416e-06,4.23464197350093e-05,5.2874769516923e-05,1.87886845963125e-05,4.18298794428309e-05,1.92333369420457e-06,2.75815627240278e-06,2.28882655796648e-07
"14965_404.049_4.22",1.50498253809873e-07,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,5.21574462212727e-07,4.47151232183993e-07,6.61837487409464e-07,8.99082083905755e-08,1.03045798348077e-07,9.44174837601423e-05,0.000237858104874504,1.38254759181369e-06,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,6.85650611217311e-05
"30405_404.253_8.461",0.000135674936851906,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,1.39295320972784e-05,1.26232134299238e-05,6.61837487409464e-07,8.66397385103222e-05,7.65713889339875e-05,1.25843378162579e-07,9.43406517199285e-08,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,4.48101547743457e-05
"32817_404.253_8.989",0.000192342856707467,7.88881044683428e-06,3.52077788107147e-06,1.77608168730523e-05,6.48998896600112e-05,5.97821990252071e-05,5.6669368564842e-06,0.000118592191148144,0.000138110744864803,5.67290050837517e-07,1.81599504492686e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,1.74526835811571e-05,8.36046231195379e-05
"29782_404.253_8.305",5.39405135406836e-05,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,6.6847217549595e-06,2.0965953296315e-06,6.61837487409464e-07,2.64456566086341e-05,3.22461029414642e-05,6.22048322878552e-07,9.43406517199285e-08,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,2.82262512725186e-05
"15203_404.937_4.287",1.50498253809873e-07,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,5.21574462212727e-07,4.47151232183993e-07,6.61837487409464e-07,8.99082083905755e-08,1.03045798348077e-07,5.96476347819793e-06,5.62243161313404e-05,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,2.49109133131665e-06
"18352_405.119_5.074",2.53964486444439e-05,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,2.29507420801384e-06,3.83206827539281e-06,6.61837487409464e-07,1.59859675667849e-05,5.46118304706702e-05,5.05188202764189e-07,9.28013553407746e-07,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,1.47755016383777e-05
"13577_405.12_3.924",2.7440469752089e-05,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,2.08247909400996e-05,1.57740681443931e-05,6.61837487409464e-07,1.35671394509802e-05,7.04288441171334e-05,2.01867078956659e-06,7.56313567277476e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,3.6844900502841e-05
"15439_405.12_4.321",2.80352696348794e-05,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,3.47237309170744e-05,7.30324892131233e-06,6.61837487409464e-07,2.63665874477755e-05,1.50944003016473e-05,1.34474231850789e-06,7.65723618465395e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,1.90939027513109e-05
"14267_405.12_4.075",7.09851795942613e-05,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,4.22329249834959e-05,7.66086421676828e-06,3.25913672915003e-06,3.41277643712008e-05,0.000171899525375786,4.34831386592993e-06,2.48923662971649e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,4.93528434636665e-05
"17419_405.12_4.789",2.33991315914954e-05,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,8.11830946783235e-06,1.0782041300707e-05,6.61837487409464e-07,1.04864827096339e-05,7.18014188350297e-05,1.5359590435645e-06,3.98744829827807e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,2.34951167302384e-05
"6944_405.144_2.562",5.04798113249479e-05,0.000129531171973527,3.70479711276921e-05,2.95548885712936e-05,1.61178908071175e-05,3.93542804490174e-05,6.08977128960513e-06,2.79674112716432e-05,1.67822904785889e-05,7.55223550758641e-05,3.44711200114161e-05,1.24135944245424e-06,0.000138342261684702,4.17808860097183e-05,3.2491356704532e-05,4.72291401362216e-05
"16152_405.156_4.503",3.55551218215886e-05,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,0.000172578243926873,5.70270462205214e-05,9.81399626291888e-06,1.6326477537433e-05,9.44277620689828e-06,5.37475151880936e-06,9.48407161369514e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,2.48735209097454e-05
"12664_405.169_3.735",6.85948192494139e-07,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,2.55309039698023e-05,2.09602932763431e-05,6.89893229753584e-05,4.33164813503995e-07,1.03045798348077e-07,6.57732714296859e-07,9.38690556666149e-07,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,3.01706926635678e-06
"33760_405.173_9.298",8.66470317774778e-07,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,5.21574462212727e-07,4.47151232183993e-07,6.61837487409464e-07,8.99082083905755e-08,9.11617887229895e-07,6.58216353279752e-06,6.75739360749206e-07,0.000592536608313818,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,2.28882655796648e-07
"17798_405.177_4.926",3.34774780358765e-05,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,5.21574462212727e-07,4.47151232183993e-07,6.61837487409464e-07,3.3511578464996e-05,2.15177613126497e-05,3.82574480499081e-06,6.8475511089505e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,1.26763709447841e-05
"15160_405.177_4.264",5.75105407663602e-05,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,2.13354040408303e-06,2.09566418800312e-06,3.227139894986e-06,6.97764936435347e-05,0.000124744081847733,1.41157316052719e-06,4.70125325435398e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,3.97807249349038e-05,6.87351443434415e-05
"22167_405.192_6.265",7.52046102055423e-05,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,4.66260897796814e-05,3.53231689001347e-05,1.47048263814402e-05,7.36308340168182e-06,1.30659578128652e-05,2.01265018494838e-06,5.39665438617976e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,7.95845073456114e-06
"20933_405.192_5.861",2.84672269866326e-05,4.09473456195516e-06,4.73679091002542e-06,2.04695619091898e-06,9.48232033284253e-05,4.64743482786752e-05,2.89116599142715e-05,1.052905015957e-05,1.12189473586496e-05,4.3904821229023e-06,1.22757203114532e-05,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,4.3088400601751e-05
"40535_405.207_10.98",1.50498253809873e-07,4.09473456195516e-06,1.00099266459248e-05,4.37915572704251e-05,5.21574462212727e-07,4.47151232183993e-07,6.61837487409464e-07,5.30788086123933e-06,3.780061573907e-06,2.30121348419418e-06,9.43406517199285e-08,4.30371005384974e-05,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,2.28882655796648e-07
"32998_405.228_9.093",6.7190142087272e-05,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,7.7597021317345e-06,3.44173761734788e-06,1.20143855467556e-06,4.90950341346055e-05,5.20806860804969e-05,5.0200725397422e-06,2.44498829113298e-05,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,2.26534891954814e-05
"29325_405.265_8.205",0.000308274295336653,0.000275233804786485,3.13903150623097e-05,6.02825504530486e-05,2.97796228675658e-05,3.22628658670675e-05,1.6035759758067e-06,0.000196701791327413,0.000178496084125287,3.56808191824132e-06,5.6062250684267e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,1.16463976049089e-05,0.000185358199923394
"33764_405.265_9.276",0.000116501495230885,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,8.37689838112014e-06,1.95481358237076e-05,6.61837487409464e-07,8.53860604958924e-05,5.96844308567016e-05,6.85358110078018e-06,5.36704074839959e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,8.29936494802207e-05
"28969_405.265_8.153",0.000211626905994002,0.000266653795700621,2.77991447058006e-05,5.33977086744424e-05,8.58404404958093e-05,5.32657472495177e-05,1.6035759758067e-06,0.000115120635993768,9.87799177558636e-05,4.13060653775473e-06,4.43619869072482e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,1.16463976049089e-05,0.000122672182285306
"32342_405.266_8.927",0.000614641812001684,0.000430321983342009,6.6775132995043e-05,0.000179885940166747,0.000109878058999349,5.40915491938735e-05,1.25082231088667e-06,0.000344074371352941,0.000252499677152189,5.96437979889837e-06,2.79662731124197e-06,2.98460325669219e-07,1.79971463352198e-05,1.92333369420457e-06,2.75815627240278e-06,0.000288133222799407
"41454_405.268_10.986",8.79014552454723e-06,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,5.21574462212727e-07,1.66667583236932e-06,2.37304027207781e-06,1.66912525075047e-06,2.38767360803581e-05,6.37483570925164e-05,9.0543151033929e-06,2.97924467287237e-06,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,5.98326468077207e-06
"18212_405.286_5.03",1.22325225256327e-05,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,2.95699943861252e-05,5.26440749239179e-05,6.03223535014286e-05,1.03248144690532e-05,2.15831649492513e-06,1.25843378162579e-07,9.43406517199285e-08,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,2.92003992640426e-05
"19215_407.148_5.322",0.00268758242466984,4.62459214405744e-05,3.07556696000386e-06,1.36499840722098e-05,9.6035549822996e-06,2.98214745088677e-06,3.69808043713213e-06,0.00111702683500223,0.0014866176106831,0.000809065039489378,0.00156136340802818,0.000336939526651799,0.00103402701226628,0.00060081058598646,0.00297923910925887,0.00179624845452044
"11173_407.158_3.373",7.40047013095757e-06,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,5.21574462212727e-07,4.47151232183993e-07,6.61837487409464e-07,1.05041987134235e-05,1.43837777406393e-05,1.27888533263095e-05,2.23525787300983e-05,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,1.20823408642501e-05
"40573_407.189_10.979",3.64945490239442e-06,4.09473456195516e-06,1.17677208870752e-05,7.48715514865421e-06,5.21574462212727e-07,1.64221371283574e-05,0.0014390653630343,1.79707392861636e-06,1.97555025146504e-06,6.3527195935626e-06,1.68828771277288e-05,1.69043044562807e-06,2.50886420171701e-06,1.77647330990703e-05,2.75815627240278e-06,4.50871418019487e-06
"11375_407.193_3.443",3.61986147303162e-05,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,5.21574462212727e-07,4.47151232183993e-07,6.61837487409464e-07,4.19453597170753e-05,3.37408150338025e-06,1.25843378162579e-07,6.90895508063871e-07,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,1.18658888775086e-05
