"","A1.mzML","A10.mzML","A11.mzML","A12.mzML","A13.mzML","A14.mzML","A15.mzML","A2.mzML","A3.mzML","A4.mzML","A5.mzML","A6.mzML","A7.mzML","A8.mzML","A9.mzML","pooled_QC_1.mzML"
"24374_565.242_8.692",0,0,314859.875,0,0,0,0,0,0,0,0,0,117510.835,19733.49185,0,0
"23397_565.242_8.507",0,0,21500.2225,0,0,0,0,0,0,0,0,1595.1587,115888.7965,14684.035,0,0
"8984_565.247_3.755",131164.535,0,0,0,0,0,0,103428.14,102807.565,8620.225,3323.3103,29194.808,0,0,76801.953,24944.963
"21401_565.299_8.028",130310.7225,2478.8252,0,540.04505,0,0,0,27830.2155,115398.587,9760.286,20734.1525,14814.427,0,0,0,2189.165
"23251_565.335_8.448",308154.95,6396.505,0,0,0,0,0,68986.2985,101806.065,62866.474,135428.655,125123.96,1395.2163,1493.741025,64263.3415,36810.89
"25777_565.335_9.063",57531.7485,34408.547,1338.48065,23144.647,54367.028,111816.35,55751.387,62265.051,54905.673,4161.49535,14911.458,4463.558,442.0067,351.66705,25468.754,36476.75
"28697_565.406_9.836",7561.502,1863.0034,4085.978,9301.54,17350.92,82440.6955,102795,3521.437,14418.38,1704.47365,0,1422.8169,0,0,142243.29,35658.6815
"22284_565.411_8.208",25336.002,0,0,0,0,0,0,56074.9115,57929.961,86239.683,288038.32,194924.88,1151.7738,454.205125,321716.045,28460.972
"41070_565.482_12.697",24935.5435,0,0,0,0,0,0,4836.75295,7164.8701,0,0,0,0,0,0,0
"41860_565.483_12.89",15572.632,0,0,0,0,0,0,8015.1098,3101.53475,0,0,0,0,0,0,0
"43085_565.519_13.179",16597.88725,0,0,0,0,0,0,16806.097,11466.9545,0,2281.19335,5822.0897,0,0,1003.9669,0
"35547_565.567_11.4",1123.906,0,0,9766.4425,26462.031,27718.5215,96169.345,0,22907.5275,0,0,0,0,59333.785,0,0
"42698_565.603_13.12",0,1914.1594,0,0,0,0,0,0,0,873.8236,0,0,632.217,263792.08,14886.3605,23179.793
"40385_565.761_12.593",0,0,0,667.7809,0,0,0,0,0,8364.3016,165432.535,58347.464,0,0,394619.825,16525.649
"41037_565.762_12.669",0,0,0,519.68495,0,0,0,0,0,2016.067,48890.414,10489.4605,0,0,329588.435,7774.467
"19489_566.04_7.477",0,0,0,0,0,0,0,0,0,32638.717,70467.752,50537.938,0,0,45143.365,0
"40475_566.096_12.594",636.568,0,0,313.96265,0,0,0,1502.7538,0,7285.4528,145065.885,53625.1095,0,0,359984.735,19473.7465
"16901_566.281_6.551",0,5848.131,126.270005,5667.96,63366.815,3556806,1737635.15,0,0,0,6646.5985,6739.3175,0,0,0,608798.95
"13761_566.309_5.174",475690.09,13865.192,0,0,0,0,0,311179.19,329521.56,0,0,4956.7273,0,0,883.9564,18421.69
"14983_566.354_5.736",2733810.65,0,0,0,0,0,0,2499217,2569393.35,726191.325,2435848.4,2732003.6,957.0044,84.31427,2216677.4,667113.33
"13711_566.354_5.167",111667.7625,806.78235,0,832.36475,0,0,0,71909.39,80558.062,20984.712,68793.802,83678.555,0,0,75697.5975,21353.163
"16557_566.382_6.42",0,0,0,0,0,0,0,0,0,18740.6875,57743.7895,44881.211,0,0,93113.26,5200.6222
"18972_566.4_7.265",24351.1255,0,0,0,0,0,0,57874.465,34788.043,135963.775,389142.765,292267.6,983.36075,436.872495,639698.08,48263.3495
"6486_567.226_2.908",609493.075,71331.86,327.03084,66509.9365,150311.685,69367.38,87653.285,531144.4,549070.655,107748.414,132960.95,233330.365,1645.03315,254.83423,579142.32,183855.33
"5755_567.226_2.65",0,0,0,0,0,0,0,0,0,213249.65,162483.195,226005.695,0,0,3564.6064,68064.1345
"6734_567.299_2.99",44178.289,0,0,0,1067.29515,0,0,38796.152,35293.219,77486.035,555519.36,310397.73,0,0,7196.15275,25038.277
"7395_567.299_3.258",7627.9227,0,0,0,0,0,0,10495.3465,8168.0224,12466.5575,96968.995,55903.078,0,0,3091.44995,8199.1787
"19921_567.314_7.598",231284.96,18656.7895,0,940.61255,0,0,0,104379.34,183806.68,0,0,0,168.783785,0,0,10138.5015
"25744_567.33_9.052",70261.462,26593.9055,2053.533,22555.966,88487.25,112995.375,83434.485,73677.045,123367.94,2613.49365,26987.8595,17833.332,2201.0054,406.96766,71006.123,52888.508
"9658_567.336_3.948",100170.335,8857.8185,131.47555,8274.0835,0,1276.1194,0,91053.623,88068.535,4080.7598,3502.17725,14010.8,140.89624,0,28979.5665,10559.381
"18752_567.338_7.187",0,2468.9792,0,428624.545,0,3574.0045,0,0,0,0,0,0,0,0,0,24386.943
"16095_567.39_6.239",8086.9552,0,0,0,0,0,0,28424.7935,8649.3905,97084.273,262923.255,200875.59,697.17962,99.878985,481124.75,39333.586
"40656_567.413_12.64",422.683715,0,0,299.945,0,0,0,0,0,1509.2786,115089.958,42583.965,0,0,484209.7,19421.713
"29421_567.447_10.07",127534.51,40658.3175,4898.95,21799.733,15477.4535,13060.019,17634.9375,115269.948,167561.51,10832.4875,45429.2485,25739.2905,18906.6875,1465.2031,755440.35,62751.3375
"38483_567.461_12.179",13188.28,0,0,0,0,0,0,12663.25,9096.6055,7492.1818,15071.712,772.2033,0,0,0,0
"43822_567.51_13.318",24154.1655,0,0,0,0,0,0,18125.2215,15302.5815,782.1732,0,0,0,0,0,0
"40509_568.082_12.62",0,0,0,0,0,0,0,0,0,635.3475,51301.6035,11360.827,0,0,220436.765,6552.2495
"10318_568.239_4.113",184574.66,0,0,0,0,0,11163.958,197794.325,24302.2215,0,0,0,0,0,0,11119.707
"12472_568.325_4.725",390870.455,11137.8495,0,0,0,0,0,156947.46,225604.175,0,0,0,0,0,0,5535.4209
"7891_568.361_3.413",18680.6445,5530.0532,0,7171.40275,0,0,0,12122.15,1002.5045,1756149.95,3756231.85,2737104.25,1269.9153,648.901305,465924.92,518173.38
"8342_568.362_3.554",0,0,0,387.84012,0,0,0,1395.8069,0,464675.47,1154621.15,767195.85,162.109575,110.10467,90174.08,148042.735
"15088_568.369_5.787",0,0,0,0,0,0,0,0,0,51808.4865,203856.665,119976.905,0,0,13745.9935,18538.5545
"14093_568.38_5.322",0,0,0,0,0,0,0,1874.35765,0,28369.9055,59624.4165,55430.369,0,0,133242.475,9874.5595
"13642_568.38_5.144",0,0,0,0,0,0,0,5116.8803,0,13412.5355,33093.051,24931.9745,0,0,131818.4475,4347.14985
"23356_568.4_8.465",0,0,0,0,0,0,0,0,0,46299.177,143704.375,72515.0075,0,0,55933.733,0
"30609_568.443_10.407",43153.6035,10814.35535,8017.7397,20627.8155,3263.8109,8733.8045,9247.7902,54559.533,50966.432,6017.38635,56220.4785,8146.533,8278.4415,5675.02585,222099.9,32013.672
"31373_568.479_10.518",365696.985,123239.685,7545.673,98058.723,35849.0975,25871.0645,9412.439,453411.5,727911.425,16276.259,41563.955,48575.5285,17980.737,907.186165,1438973.3,149545.8925
"31765_568.479_10.613",128787.405,31714.222,2198.46275,8113.60375,9283.66,15652.1385,8746.946,270119.905,483042.085,120567.4325,280177.485,128563.68,14031.16935,2376.30835,524243.82,76422.783
"32586_568.479_10.801",119521.14,25934.415,9453.0825,34363.022,19904.2015,22632.51,24201.524,136516.815,231823.975,88167.9425,87593.245,27388.5625,24004.0035,2859.00975,411808.62,53491.1195
"39725_568.494_12.444",0,2845.5665,0,13209.6805,0,0,0,0,0,0,0,0,0,0,0,416.46402
"44710_568.494_13.525",94262.91,0,0,0,0,0,0,74644.458,60928.698,0,0,0,0,0,3027.6963,2548.0674
"31654_568.567_10.645",0,0,0,0,0,0,0,433247.3935,7240.9918,0,8309.6385,1969.00685,0,0,0,0
"36240_568.934_11.54",21396.115,5221.1273,0,1045.64025,2037.03225,6865.3697,0,115967.3375,38453.9705,84885.51,346682.14,182528.085,544.173,0,891739.405,72658.02
"20317_569.06_7.722",0,0,0,0,0,0,0,0,0,94758.84,277297.415,162905.59,0,0,131174.115,16075.6535
"40602_569.065_12.64",0,0,0,0,0,0,0,0,0,0,4629.2027,1771.7606,0,0,90547.823,1358.8473
"14759_569.221_5.648",1024828.15,0,0,0,0,0,0,748717.595,717799.45,172835.965,278279.11,528605.1,373.356525,0,435183.5,227062.25
"17283_569.257_6.651",79524.975,6327.1375,0,3294.27905,0,0,0,663147.225,1961271,33141.345,66360.7535,69824.1525,2058.5838,339.472165,392007.315,189073.295
"28856_569.291_9.906",120896.25,10208.287,0,22468.691,0,0,0,8589.6785,0,0,0,0,0,2020.41445,0,11852.226
"17550_569.293_6.758",55424.4645,46846.2175,0,4947.94065,0,0,0,32510.66,45178.654,0,0,0,0,0,0,8122.551
"7173_569.314_3.164",2547867.3,1059250.47,89844.765,942073.75,1196305.65,776684.17,1064804.65,2117272.8,1839209.5,705308.28,2079544.55,1479348.4,31289.993,5962.7477,933840.5,1064406.75
"8069_569.315_3.501",36858.324,26581.46,1734.434,21146.371,14271.343,23396.8565,14391.612,28702.154,29366.241,132488.185,73733.107,56134.9255,5870.02395,2056.74925,35918.6155,35126.8785
"21394_569.332_7.986",249074.61,22580.2705,0,584.5404,0,0,0,290139.48,449980,0,0,0,0,158.72513,0,18123.648
"17884_569.351_6.873",0,0,0,0,4958.71525,3000.2435,3127.732,0,0,102178.765,377124.3,259895.35,0,0,0,21172.5765
"16550_569.353_6.422",0,0,0,0,0,0,0,0,0,75046.7075,322427.36,214197.24,0,0,0,12471.4385
"44097_569.382_13.397",27752.9015,640.1792,0,0,1290.50055,0,0,47699.258,18161.204,0,0,0,0,0,7578.1013,1674.9302
"44219_569.405_13.421",0,3525.90555,0,16844.0705,0,0,0,0,0,0,0,0,0,0,0,0
"34439_569.42_11.147",1184.20555,0,30999.576,0,31762.9365,22769.21965,121068.7465,5839.78135,16378.336,7148.07075,23579.4315,36357.4365,27032.938,1067.2711,0,14013.8996
"33799_569.42_11.004",6925.8212,320.92665,29095.7265,0,55093.49475,60391.9377,39417.9242,19420.45075,29711.5505,33383.3775,39193.15975,69090.87,20284.515,0,0,32159.51
"24636_569.426_8.767",87735.055,10828.5,340.5334,28184.6775,12802.6925,4869.117,2893.38865,77657.824,82967.228,15912.8445,23500.198,16103.1685,4485.27165,719.274075,264933.015,29478.9895
"39119_569.502_12.313",0,33040.7345,0,240960.88,13137.588,297.44995,664.04335,0,0,0,4487.61745,5022.606,0,0,0,13944.6315
"28834_569.924_9.873",297314.58,7633.5492,0,14692.93775,0,0,0,772586.12,591867.05,124201.16,798562,472660.75,9761.0905,4055.999,1531362.4,151534.255
"9904_570.024_3.999",9812.602,0,0,0,0,0,0,0,0,651144.07,1827716.1,574599.52,0,83.43746,0,97384.19
"11529_570.341_4.414",1612498.2,87597.56,100.274065,3200.3256,1555.31505,5262.6152,12689.8185,992610.825,1073528.85,3553.62815,10738.58265,7107.61725,0,0,4481.2944,58993.256
"12082_570.355_4.586",0,509.85015,0,0,0,0,0,0,0,89703.1275,197981.28,116038.575,1350.7254,101.106302,57640.3235,22662.4345
"14599_570.385_5.566",0,0,0,0,0,0,0,0,0,79790.1875,261515.28,169919.375,0,0,59362.5135,17525.7735
"17363_570.385_6.697",53047.985,7581.0135,277.85547,11079.9445,0,0,0,16976.923,28664.9375,374571.39,1196340.3,850427.375,2610.19385,0,111272.503,126070.275
"22554_570.385_8.245",115778.37,11424.191,1956.52265,26401.43,0,0,0,5295.9775,40398.796,0,0,1118.244,31356.106,2131.72315,259713.645,14841.8895
"19219_570.386_7.324",2939.116,0,0,0,0,0,0,0,0,81662.2065,212057.78,184874.685,0,0,26017.7835,20800.62615
"30189_570.422_10.31",180942.15,13454.1905,719.39346,25932.775,0,2174.8385,0,475109.98,420965.85,56322.9045,241954.665,145133.175,23245.8015,3944.99525,1580612.35,125659.755
"26576_570.458_9.247",856894.77,339188.67,29161.9295,276378.06,205053.965,348293.89,216547.185,896792.4,1007445.425,56049.899,364467.67,341707.875,156657.26,11200.6735,1746093.05,314736.43
"43914_570.458_13.342",35438.1,35519.5215,39680.4665,38586.024,31636.883,127791.3455,172808.457,436256.5,371176.15,319577.87,29975.8155,41581.08,39111.0135,41358.535,34153.227,383202.6785
"28040_570.458_9.672",1725581,705112.45,133881.54,451519.55,187209.84,166545.12,116050.9725,1535351.4,2012170.4,105296.015,630055.575,437788.14,148804.095,51274.0435,5520376.25,628043.73
"366_570.827_0.723",17921.698,304.1272,3169.8313,3947.04325,0,0,0,52472.6915,26063.4325,26455.045,62543.4225,295.94458,3195.44495,3897.1358,0,1136.62815
"7582_571.2_3.314",0,0,0,0,41259.7475,117013.5,493242.045,0,0,0,0,0,0,0,0,63775.24
"16905_571.236_6.551",1705.02175,12043.907,296.46735,10906.3755,147072.295,5493235,3187195.5,0,5810.4955,4165.40245,4462.4414,8418.69225,0,0,0,1106642.47
"14973_571.309_5.735",653057.475,0,0,0,0,0,0,725584.6,634472.18,58873.1795,357946.2,307818.175,0,0,279181.64,92770.62
"13707_571.31_5.163",52544.205,0,0,0,0,0,0,48128.541,41600.32,6116.71485,13044.213,16307.5635,0,0,23761.514,8111.569
"7021_571.333_3.109",17121.543,561.2085,0,509.0844,0,0,0,15808.6715,17640.232,56819.7715,365892.36,155265.865,0,0,6716.803,19341.3
"21314_571.342_7.973",4672.642,1906.98365,0,0,33867.663,64230.745,53593.735,12239.8685,9834.5155,0,0,0,0,0,0,16954.4105
"6503_571.345_2.915",0,0,0,0,0,1054227.55,1499.6333,0,0,0,0,0,0,0,0,89264.157
"18959_571.387_7.258",0,0,0,0,0,0,0,0,0,16523.201,66942.578,44214.565,0,0,82537.9125,2191.3003
"30956_571.398_10.455",18776.6385,7441.28955,0,0,16614.2195,26273.7805,17106.063,23354.8585,18332.0245,0,0,0,0,0,2884.9585,16214.36
"27556_571.429_9.5",6875.667,739.3047,0,0,0,0,0,42217.6575,46748.1855,63028.8,238091.795,147011.805,359.4068,181.51787,272394.555,15862.06385
"4507_572.328_2.171",17761.923,0,0,0,0,0,0,24886.624,25698.4465,94600.685,291249.55,232292.54,0,0,12286.4755,53769.463
"15924_572.364_6.193",0,497.25833,0,1238.48935,0,0,0,0,1245.544,535687.72,1864633.95,1387099.5,740.861425,0,4219.85525,214463.55
"15579_572.364_6.042",0,0,0,0,0,0,0,0,0,174270.525,603599.5,441678.28,174.85367,0,1743.00465,52171.0515
"16569_572.365_6.439",0,0,0,0,0,0,0,0,0,155654.42,488942.36,381540.705,0,0,5197.3242,49677.178
"25999_572.38_9.126",1388213.75,0,0,0,0,2327.7915,0,544892.75,1425030.95,5156.65735,0,0,0,0,0,79986.637
"29169_572.395_9.996",0,0,23387.1485,0,0,0,0,0,0,0,0,0,0,28018.61,0,0
"16563_572.401_6.421",454039.025,57515.485,6768.7957,76298.02,2165.34375,22931.2595,2051.86525,413028.86,339937.485,2082519.7,6328328,4568733.25,34872.004,1330.1291,925169.38,746355.43
"14290_572.401_5.399",52437.641,1818.53765,0,2411.27255,0,0,0,35760.7845,36136.5535,73985.645,264856.18,156543.555,5618.4363,329.893865,116220.585,24253.084
"21295_572.401_7.965",388907.01,28572.804,961.220525,56778.0995,34601.448,8377.4665,29134.4545,92134.44,11662.252,11645.2715,36501.774,143777.875,2325.69565,5751.2495,38312.322,45422.7225
"23584_572.419_8.515",13577.8115,0,0,0,0,0,0,52488.443,32466.4455,74717.165,262772.33,158278.11,494.6568,142.52075,299944.905,28914.75
"22839_572.437_8.324",1246254.85,265831.205,25514.6915,949499.95,446332,360762.15,207054.515,711346.55,444892.79,342477.25,391198.35,503632.5,105055.69,22561.1845,2718467.6,458484.7
"21715_572.437_8.05",80199.205,17993.7575,1423.39115,31211.1315,0,0,0,52018.6115,44620.605,0,0,1387.2683,8220.18235,1412.6588,499242.545,27174.391
"22303_572.729_8.203",0,0,0,0,0,0,0,0,0,21973.622,82434.125,46066.5635,0,0,30817.0365,2105.0542
"19799_573.032_7.556",287779.24,24245.062,0,6221.32415,0,0,0,214385.665,223376.075,152901.74,406659.265,302901.46,740.678685,0,551213.1,97574.43
"17329_573.291_6.668",10768.588,0,0,0,0,0,0,75885.2475,536762.32,0,10851.5155,3423.018,0,0,35324.6575,19532.1475
"16831_573.291_6.534",0,0,0,0,0,0,0,25250.09,125345.885,0,0,0,0,0,5469.88135,2018.758
"41986_573.305_12.961",0,0,0,11367.954,307.3025,3689.591865,6632.093,0,56235.935,181113.875,330973.02,0,3970.08655,1291.01647,0,0
"15089_573.325_5.784",0,0,0,0,0,0,0,0,0,30968.5195,127062.315,72823.5725,0,0,4988.0239,1437.3948
"5023_573.359_2.363",50338.045,0,0,0,0,0,0,99127.0225,121905.532,45581.3105,228616.21,170620.53,0,0,123349.21,40629.574
"4382_573.36_2.134",52698.3275,0,0,0,0,0,0,177372.24,159945.885,91380.575,380145.48,259009.695,0,0,142961.73,62102.5485
"17653_573.39_6.779",0,0,0,0,0,0,0,0,0,18631.949,55030.68,35464.9825,0,0,89375.1375,5724.081
"25632_573.4_9.015",80989.008,56613.8575,9019.844,51711.2405,39276.137,75743.27,42092.705,94983.8945,108074.01,15707.748,101914.545,61505.2015,6034.9468,4126.5017,227515.125,47891.851
"19855_573.407_7.557",52299.9945,2822.55275,0,3919.95935,0,0,0,67976.685,39596.165,145354.94,441710.36,312893.86,759.825265,0,595099.075,46957.695
"21266_573.732_7.963",0,0,0,0,0,0,0,0,0,92462.9775,248132.36,128721.445,0,0,115040.815,15244.0015
"5070_574.307_2.375",217685.3185,0,0,0,0,7123.90265,1252.1611,589831.5,518231.27,800213.95,2574605.85,1901388.95,741.161765,426.91263,199087.415,537597.24
"10390_574.307_4.129",138362.28,0,0,0,0,0,0,99421.36,100958.44,9024.184,28846.0955,51255.958,0,0,53076.3575,19380.93
"6846_574.343_3.049",132403.41,569.2085,0,467.81725,0,0,0,150845.355,144414.85,450439.79,1151339.15,800887.65,3450.619,238.86716,106801.48,194958.18
"7170_574.343_3.183",47612.1975,0,0,0,0,0,0,47908.047,48720.112,81373.93,286194.47,189171.54,2229.5459,0,49815.465,42853.287
"22544_574.36_8.237",801675.4,1691.4955,0,0,0,7145.7515,5841.98625,556817.8,1135492.7,0,0,0,0,0,0,78266.593
"23375_574.36_8.466",2933.6285,0,0,0,0,8752.01715,6296.042,0,0,26661.2,71050.905,46802.885,0,0,28708.7185,9345.34785
"18775_574.392_7.216",0,0,0,0,0,0,0,0,0,70589.083,178368.375,120173.0355,0,0,111980.528,13149.9505
"16992_574.398_6.582",2994.1648,0,0,0,0,0,0,38464.6895,18485.5665,113938.905,323252.36,246626.82,1138.70415,276.804155,581974.78,48053.705
"40163_574.402_12.558",0,0,0,0,0,0,0,0,217016.31,0,66125.587,0,20010.916,0,0,0
"40971_574.403_12.696",0,0,0,0,0,0,0,0,261838.5,0,225857.33,0,232595.595,2775.7735,0,0
"13945_574.416_5.273",226176.5,24616.5065,2446.55275,24489.9795,4696.0532,3279.21765,0,154112.445,88710.945,64606.6405,345747.535,220593.33,55830.301,924.9037,490054.78,72593.965
"14359_574.417_5.403",583247,51522.582,2418.50535,53401.0275,5295.7615,1726.3976,1494.29735,437064.095,445025.49,171524.685,311578.69,458429.35,0,277.790235,287063.43,81666.255
"46043_574.541_13.838",0,0,0,0,0,0,0,4775.40145,29032.89485,10863.75,0,0,0,0,0,0
"37792_574.556_11.975",0,0,0,0,0,0,0,0,0,152409.875,0,0,0,0,0,0
"38328_574.556_12.114",0,0,0,0,0,0,0,0,0,149931.17,0,0,0,0,0,0
"17582_575.052_6.759",0,0,0,0,0,0,0,0,0,41950.1,178423.985,78076.58,0,0,22751.6795,1547.5281
"36798_575.284_11.704",0,8934.21335,285796.14,45501.70785,107784.08,160033.495,256002.22,0,0,2961.622,0,0,13910.4795,43864.1735,0,358205.44
"37219_575.284_11.811",0,67112.945,376256.8,68007.29,220180.07,167719.895,97395.8715,11736.2315,0,6515.4152,0,4026.93945,10781.179,27887.7595,0,97477.675
"5552_575.291_2.565",0,0,0,0,0,0,0,0,0,33784.5235,133317.6,84808.742,0,0,0,5109.13235
"5833_575.291_2.667",0,0,0,0,0,0,0,0,0,140326.86,539554.095,363357.88,0,0,1622.63055,48108.442
"29731_575.334_10.178",116713.392,0,0,0,36911.8165,27018.7885,10941.861,87325.102,127573.76,0,0,0,8505.877,0,159876.79,47474.2365
"29534_575.335_10.127",83837.8475,0,0,0,34013.7925,32911.0675,19524.63225,80487.262,78939.025,0,0,0,8505.877,0,113882.8,37846.15
"17366_575.339_6.692",1782.8181,0,0,0,2615.1235,12566.8315,2304.104,1936.05,1451.6975,61409.337,320893.5,242728.01,0,0,26366.538,28561.752
"8911_575.364_3.733",29413.3925,3907.41895,141.34,3237.8763,0,0,0,24473.358,27498.8655,0,6203.47485,2450.0198,253.41305,0,10264.8585,3224.86515
"24997_575.376_8.844",622008.94,38927.5295,373.38105,43811.4765,68034.2855,342439.67,95616.857,477002.94,500015.23,22842.1805,120810.575,98857.265,1590.17285,0,117033.658,97661.64
"14732_575.388_5.628",0,0,0,0,0,0,0,0,0,44268.0325,102023.505,91583.37,0,0,194140.165,18068.8415
"27643_575.413_9.55",286834.47,51124.3965,21180.372,135935.965,266139.285,147806.68,123625.325,287695.92,377508.43,53929.459,195332.955,82204.185,27413.7715,17273.6055,654340.5,125325.275
"28029_575.413_9.669",398078.725,56133.541,6764.75975,30153.182,55716.38,47709.238,39557.4415,430787.9,554579.45,4704.009,107027.3,40178.0825,11085.5825,2944.01,1079817,84036.32
"43226_575.413_13.209",2787.30645,3700.57655,3741.1993,2751.8024,14424.025,4926.294,37445.16275,132732.9485,122979.8,372029.2455,0,2362.0455,895.53955,0,3580.94,0
"43990_575.413_13.358",3711.5821,4427.31835,10709.128,2500.9862,34954.258,102036.65,117919.17,637548.5,502192.04,377301.05,1593.3995,28539.7315,5696.2242,0,2445.36655,432853.526
"44650_575.414_13.505",1673.64735,4525.367,65610.868,2697.77345,55124.984,154445,160942.568,145727.5935,39747.798,31794.2735,1403.0935,9788.1815,9371.5735,2320.3336,1565.61635,66370.845
"41209_575.503_12.767",23489.9965,0,0,0,0,0,1222.009,13110.636,16469.1565,1982.1677,0,0,0,0,0,630.81885
"41836_575.503_12.904",84544.61,0,0,0,0,315.023,1713.643,59193.721,127776.825,2053.8984,0,705.5642,0,0,0,1684.62223
"42530_575.551_13.059",0,7242.5798,0,73323.668,9375.831,389.458,0,0,0,0,5205.002,4302.10465,0,0,0,9810.023
"9997_575.699_3.997",18291.331,1025.5154,0,0,0,0,0,0,3784.6903,826186.233,3017864.3,1070264.32,1777.7193,387.6851,5539.29185,265187.225
"6911_576.323_3.095",44863.609,7762.1947,399.354125,7792.3493,3450.9041,823.513,0,52708.111,47939.05,47722.765,211294.375,112290.5195,348.71499,0,17447.1385,28855.294
"19453_576.338_7.463",145361.775,10347.3697,0,0,0,0,0,113893.045,167790.4,0,0,0,0,0,0,1872.9114
"10147_576.359_4.071",54075.883,11975.314,542.608705,15917.8085,0,0,0,70171.0825,62310.119,150737.445,383588.12,208023.8,1366.694,0,83334.87,60080.89
"20917_576.376_7.887",309328.19,0,0,0,0,5749.0963,0,137215.207,440586.7,0,0,0,0,1246.07362,0,25260.847
"12599_576.377_4.771",0,0,0,0,0,0,0,6041.3682,0,21406.87,66137.065,50653.373,0,0,137138.905,13961.0155
"10979_576.396_4.282",311020.58,47884.002,5639.94735,53171.8185,10616.738,9209.65015,5394.16925,264033.915,266840.36,65547.585,226490.945,173248.555,8556.6045,40.598915,155783,63956.962
"408_576.845_0.752",107344.135,0,2623.1981,9496.848,0,0,0,35376.7175,48367.6855,27506.3495,35760.9225,0,5124.103,6681.134,0,0
"36249_577.126_11.537",0,0,14424.199,0,0,0,0,0,0,0,0,0,0,0,0,0
"17075_577.239_6.598",89735.692,0,0,0,0,0,0,86084.425,76710.8825,10593.748,32915.804,47300.9365,204.272035,0,31373.3725,10548.73385
"16574_577.318_6.441",0,0,0,0,4597.4785,2246.32225,3715.50915,0,0,84261.185,217517.365,172185.72,0,0,0,25450.2825
"15594_577.319_6.034",0,0,0,0,0,2049.871,0,0,0,78140.635,173354.85,174549.08,0,0,0,31013.2795
"15927_577.319_6.184",0,0,0,0,1532.09375,0,0,0,0,295936.98,930054.87,720872.2,0,0,0,130854.24
"5947_577.332_2.717",0,0,0,0,0,819400.975,0,0,0,0,0,0,0,0,0,57990.5875
"25955_577.335_9.099",507415.8,2511.2078,1231.59935,0,0,0,0,131284.695,389362.595,4600.714,0,0,3453.26745,8502.696,0,22407.6945
"30011_577.351_10.263",118540.48,3424.50405,0,1770.7759,47149.2925,69567.115,49707.461,112342.998,165584.377,0,0,0,4206.84885,0,124513.625,54114.255
"21292_577.355_7.967",231822,2644.92465,0,7994.8133,78078.495,83482.387,68779.095,52712.05,9231.06635,0,0,15547.134,0,155.14065,4715.3865,30436.328
"16591_577.355_6.427",105266.07,8474.219,279.271285,10921.216,8450.98145,8182.34,9175.829,103439.7675,93452.25,437201.175,1743404.95,1418541,2254.36255,0,202221.875,241079.61
"14305_577.356_5.392",18609.254,0,0,0,0,0,0,2668.1223,0,27972.7435,112458.39,73834.618,530.9493,0,53116.8985,5166.5359
"10708_577.367_4.205",59789.461,50922.754,2902.9061,36840.0225,14482.506,28672.873,6716.6944,165376.125,86008.115,775123.225,1463918.15,1226921.05,15301.4495,5008.25075,1955173.3,333797.86
"26538_577.371_9.245",160695.23,18260.244,1282.988,10835.2955,19413.2495,17443.843,5768.59525,139536.795,172917.75,1770.9788,24987.925,16773.656,8964.1485,503.33357,509816.31,45549.285
"36068_577.372_11.498",0,0,850.8501,0,0,567.11425,710.5055,3722.6953,10384.3073,18404.42815,0,0,0,0,0,0
"22800_577.392_8.324",272816.845,15849.4105,727.81293,57841.25,104349.775,163355.86,89651.24,175209.645,123556.8175,25581.9005,64370.14,49156.98,5167.52525,1239.23315,398664.185,70682.87
"46549_577.395_14.057",0,0,0,0,0,0,0,991.26405,8551.735,613.512,0,0,0,0,0,0
"7216_577.406_3.188",0,0,0,0,0,0,0,1047.3197,0,433145.78,1166233.15,885947.12,107.78122,275.421965,363268.24,147410.38
"3749_577.406_1.93",1001.68225,0,0,0,0,0,0,10001.075,9946.0985,176295.375,295366.655,317362.94,0,0,121822.51,72701.832
"29335_577.428_10.046",69786.58,2367.8049,0,1236.5815,6836.0667,9067.9302,6705.84775,325583.2,216406.945,83193.06,382938.795,216228.625,2983.0715,0,704116.52,30647.764
"36263_577.447_11.541",185562.805,67355.433,573.4221,24780.6535,26027.822,56254.29,17191.7025,633073.7,280767.11,535574.83,2080009.95,1040765.95,10234.657,5478.10115,4858548.25,468729.26
"45080_577.492_13.611",1624.9943,0,4019.53245,709.60925,1147.66905,0,0,0,0,4904.3943,0,2541.52665,34789.9345,2636.86,0,1028.3749
"5871_578.338_2.677",2305.074,3159.3223,0,0,0,222377.175,0,1518.69045,2357.7955,131962.495,327055.26,253365.83,0,0,5375.81835,69159.24
"5609_578.339_2.599",11256.3785,3159.3223,0,0,0,0,0,12904.069,9503.9495,286030.03,847479,692983.8,769.065175,0,17323.59,163222.935
"7410_578.339_3.262",857110.2,255703.61,26276.592,216439.82,145047.17,163814.51,151299.585,898390.625,854413.325,567858.85,1524416.5,1121960.625,17527.3255,4579.677,284499.07,391137.625
"5405_578.339_2.515",7248.71635,0,0,0,0,0,0,9844.856,9785.044,166396.625,389116.835,311357.47,0,0,7893.488,71883.4375
"32412_578.341_10.777",41759.937,0,0,0,0,0,0,159178.09,308488.87,0,0,0,2577.94385,0,299305.835,11231.0455
"10091_578.354_4.027",157766.555,0,0,0,0,0,0,128680.275,169446.83,49936.3595,79975.426,83290.8525,0,0,60943.3165,15928.543
