"","A1.mzML","A10.mzML","A11.mzML","A12.mzML","A13.mzML","A14.mzML","A15.mzML","A2.mzML","A3.mzML","A4.mzML","A5.mzML","A6.mzML","A7.mzML","A8.mzML","A9.mzML","pooled_QC_1.mzML"
"40019_613.055_10.842",88,88,88,88,88,88,88,1996.879,57808.547,123724.77,88,88,88,88,88,88
"4701_613.09_1.787",8762.421,88,88,88,88,88,88,9490.96,5361.677,88,2825.1821,88,88,88,1881.0414,3717.0803
"23194_613.159_6.553",164797.03,88,88,88,88,88,88,68834.234,548055.7,3445.4033,174065.06,88,88,88,88,22395.53
"6150_613.178_2.364",15845.985,88,88,88,1244.1942,436.1573,88,80300.26,5992.303,88,370.96902,88,88,88,88,6923.2773
"15889_613.191_4.492",32117.791,88,88,88,88,367.05203,88,36376.367,3841.5852,88,1366.0808,88,88,88,88,4637.6816
"16619_613.309_4.602",66204.46,88,88,88,88,88,88,125485.04,71992.875,13205.68,38227.363,88,88,88,88,17004.451
"37205_613.396_10.179",23904.602,88,88,88,88,307.1626,88,23644.26,13461.057,551.3009,346.64844,88,88,88,88,3514.144
"37783_613.397_10.423",156494.4,986.03986,1764.7834,775.28766,452.76306,678.91235,268.25275,507888.38,74570.61,668.0177,4038.0696,404.29694,1185.8625,358.7953,601.7367,69876.74
"39568_613.433_10.72",43139.95,88,88,88,88,88,88,31696.752,18513.807,88,88,88,88,88,88,18876.654
"15375_614.332_4.326",62060.047,542.11206,88,88,88,88,88,15612.9,31417.441,88,88,88,88,88,88,6302.0254
"15942_614.332_4.434",204275.9,1569.5869,88,88,88,88,88,111038.1,159994.92,88,88,88,88,88,88,27724.021
"455_614.829_0.731",126285.51,482.72925,46797.01,22639.389,293.53156,88,88,147816.84,175442.2,96594.19,179319.52,88,14243.357,36770.715,88,11718.041
"27292_615.34_7.742",25394.17,2667.5366,88,88,88,88,88,39185.06,27880.02,1556.1476,1362.1543,88,88,88,88,7650.0195
"32427_615.374_8.956",28444.832,88,88,88,1000.87805,1346.0627,88,146014.25,123820.266,391.6884,909.5282,88,88,88,88,30325.95
"35017_615.406_9.617",88,88,88,88,4082.3467,13386.152,1296.0586,890.91974,1239.0796,88,88,88,88,88,704.44714,4509.858
"36778_615.407_10.081",684.255,88,88,88,5640.962,12001.33,888.52985,1008.36914,1020.87646,88,88,88,385.99347,88,431.7663,7840.225
"14322_616.285_4.083",31598.97,88,88,88,88,88,88,42125.215,28932.676,5508.9414,21368.65,88,88,88,88,6829.2075
"16069_617.263_4.461",45357.336,88,88,88,431.84265,88,88,81666.4,11379.02,88,88,88,88,88,177.34445,13470.19
"7485_617.304_2.709",88,88,88,88,88,88,88,88,88,17777.797,34340.324,88,88,88,88,6467.293
"7948_617.304_2.811",88,88,88,88,88,88,88,88,734.74585,96247.445,204964.23,1553.648,88,88,88,39704.69
"24707_617.319_7.058",15559.326,88,88,88,88,88,88,138769.88,255042.14,4404.9375,32759.521,88,1581.4124,88,4241.561,49754.242
"24077_617.32_6.867",43596.176,2215.4153,88,88,88,628.8448,88,51364.65,45700.45,88,2071.5454,88,88,88,88,12916.531
"37813_617.357_10.417",88,88,88,88,88,88,88,570.58606,50298.28,66619.69,88,88,88,88,88,88
"42179_617.358_11.193",88,88,10424.132,7056.7554,1716.5815,21356.666,54148.65,18804.326,2155.8335,3869.6055,88,3218.5454,88,13393.256,1911.4354,2882.8396
"41787_617.358_11.124",88,88,22260.25,25574.336,12608.758,28302.348,22597.354,40559.57,2800.027,7482.3213,88,7632.18,88,6503.756,207.99426,88
"40700_617.358_10.985",88,88,44534.664,7977.105,449.28473,88,360.66547,187558.47,19157.15,18269.9,2843.9531,46961.465,88,88,88,88
"40649_617.375_10.965",625.9243,88,88,511.9907,88,88,88,134249.69,7037.7593,7372.297,88,16496.562,88,88,88,1182.4935
"32909_617.387_9.049",695.3063,88,88,88,5822.749,20831.48,703.50964,4403.724,8004.061,421.7388,88,88,88,88,88,5490.8438
"2651_619.038_1.013",1050815,189416.52,455174.38,191240.31,43498.062,11173.362,79805.82,159555.17,857538.44,631178.7,686282.75,93015.55,170809.48,314641.16,72835.19,122088.08
"29124_619.222_8.178",852.30725,88,88,88,88,88,88,88,88,13703.835,61414.34,88,88,88,88,6263.4873
"23628_619.262_6.7",1529.6643,88,88,88,3381.9993,93262.54,4921.1567,1130.1952,1889.2954,1784.9731,6220.254,88,88,88,88,26510.58
"6151_619.283_2.355",88,88,88,88,88,88,88,88,88,12727.032,59910.293,88,88,88,88,3276.958
"13123_619.284_3.821",52581.977,88,88,88,88,88,88,101221.086,49556.848,10974.198,44492.875,88,88,88,419.8911,15069.418
"40170_619.37_10.86",88,88,88,88,88,88,88,6503.2827,62244.824,147526.61,518.6836,13548.034,88,88,88,88
"40532_619.371_10.942",88,88,88,88,88,88,88,84726.1,100523.625,111154.77,88,10678.9,88,88,88,88
"41817_619.372_11.13",88,88,88,88,88,305.76178,10335.74,75969.01,22759.7,20234.242,88,108579.266,88,88,88,88
"1043_620.846_0.771",676800.4,88,80106.375,31616.197,88,88,88,105233.22,286460.1,201394.36,119648.16,88,38505.05,101893.805,88,2939.1501
"17797_623.142_4.905",27212.008,88,88,88,88,88,88,52225.48,57471.223,88,1589.1208,88,88,88,88,11092.807
"18826_623.143_5.2",15557.892,88,88,88,88,88,88,8112.9243,134901.81,334.935,88,88,88,88,88,4147.586
"11562_623.163_3.496",57244.086,972.91864,222.06302,517.6207,6164.076,4217.364,720.9869,38138.81,60933.42,385.7318,1638.2106,88,88,88,88,15520.343
"14545_623.201_4.125",91387.336,88,88,88,435.4458,368.14587,88,32031.58,225658.7,1449.1145,121166.086,88,88,88,88,26727.688
"36972_623.502_10.112",88,88,88,88,88,88,88,88,88,88,17112.441,88,88,88,88,2813.8794
"2312_623.992_1.01",88,46158.785,731.2509,88,10190.899,88,1120.0414,88,769.0436,663.3438,88,1029.8431,306.15884,88,1359.2305,88
"7019_624.292_2.584",481.77386,88,88,88,88,88,88,705.8288,88,18407.55,48578.47,141.9147,88,88,88,5297.1914
"6328_624.303_2.444",88,5436.543,88,88,88,88,88,88,88,415.31055,1460.9612,88,88,88,88,4303.366
"15311_625.179_4.294",15742.326,88,88,88,88,88,88,5067.5195,19100.984,23499.078,31481.285,88,88,88,88,14231.319
"8335_625.18_2.947",10148.824,88,88,88,88,88,88,3708.478,37510.938,601.636,10174.652,88,88,88,88,3049.4033
"36044_625.19_9.911",88,88,1258.808,88,88,88,88,88,88,4418.027,19777.746,304791.7,88,88,88,88
"37804_625.19_10.313",88,88,6191.201,1023.65936,1799.0421,2813.458,58706.55,88,88,88,3495.5322,46069.57,88,33717.176,13700.884,88
"11526_625.276_3.49",17311.914,669.335,327.30032,316.69684,1802.4735,5326.9165,141.18153,12226.433,9911.1455,142662.36,117845.02,406.9605,3327.1128,1464.557,833.1032,26053.416
"30071_625.376_8.383",17337.598,88,88,88,25335.184,13875.096,2574.4539,15938.041,6300.0757,625.25415,88,88,88,88,88,10157.967
"25645_625.378_7.345",769.4973,88,88,88,5750.252,6237.1597,240.24934,7134.0166,3736.0813,475946.3,1359156.8,6856.9395,88,88,88,194069.44
"24121_625.378_6.903",1088.397,88,88,88,5580.24,5060.8105,88,88,882.8518,439007.5,1332870,6232.936,88,88,88,220722.27
"40560_625.433_10.959",11231.984,88,88,88,88,88,88,88,88,88,496.31436,88,88,88,88,6546.388
"14446_626.21_4.094",88,88,88,88,391.03854,88,2335.8691,88,88,88,947.81805,88,88,88,8387.349,502.74774
"2888_627.024_1.178",898346.9,101420.62,207438.19,197488.88,23600.324,12081.049,71044.69,17579.69,151467.72,98639.48,206092.64,70592,88,10366.226,90176.43,50591.938
"3432_627.024_1.302",528531.5,20744.777,69796.16,49809.594,15828.618,7470.5776,17049.447,3399.116,862639.4,20841.668,95254.83,18657.309,88,433.82153,10713.652,217794.03
"10896_627.173_3.386",16110.533,88,88,88,88,88,88,81441.125,3013.1716,88,1198.3972,88,88,88,88,5199.4463
"9182_627.231_3.066",1207.2363,88,88,88,88,88,88,6286.4736,57431.492,88,504.45297,88,88,88,88,5003.773
"21205_627.28_5.957",160498.6,88,88,88,765.1315,1443.9587,88,126234.734,153909.17,60339.58,200099.03,5463.375,1716.0809,697.0581,8283.54,77827.42
"36173_627.319_9.925",420537.28,88,88,88,88,88,88,3851.088,5116.6787,88,38133.2,88,88,88,88,1084.4253
"17977_627.324_4.982",51148.645,88,88,88,88,387.17352,88,104973.96,62523.47,9463.449,21952.447,88,88,88,88,16067.036
"36784_627.376_10.081",5707.754,88,88,88,88,88,88,30132.65,8921.795,88,88,88,88,88,88,870.45703
"37648_627.412_10.307",37372.652,88,88,88,88,88,88,57939.8,20320.688,88,580.0198,88,88,88,88,10107.763
"38688_627.412_10.531",344452.7,88,1571.7632,257.8002,88,532.458,315.83716,424982.22,146825.73,88,1988.4757,88,343.56207,88,313.0941,96112.75
"36945_627.449_10.1",3730.2444,88,88,88,88,88,88,25863.305,1424.4263,88,88,88,88,88,88,1422.355
"40062_627.449_10.834",53549.387,88,321.87244,88,88,88,88,17686.707,18787.018,88,88,88,354.9892,88,321.10452,21597.94
"5698_628.176_2.219",14722.277,88,88,328.6975,1581.488,88,88,7670.8574,16133.502,88,88,88,88,88,88,3554.415
"8766_629.081_2.978",1147303,649.69385,801.15765,1729.3998,5755.2725,4267.799,1181.4241,352304.56,1505232,61308.844,940940.06,1296.0455,88,88,10407.432,203366.95
"30955_629.274_8.596",91290.734,88,88,88,88,88,88,62460.758,68115.836,31692.07,142629.38,1874.5576,88,88,4015.6177,37240.83
"31691_629.274_8.772",453272.47,88,88,88,88,88,88,284444.47,331549.72,141834.66,651528.75,5040.9346,88,88,20276.045,174924.58
"13823_629.304_3.963",36266.816,88,88,88,88,88,88,64501.797,25697.303,7140.7856,17656.39,88,88,88,88,9971.442
"34533_629.386_9.476",2648.6711,88,88,88,13936.594,23924.168,2353.9365,3390.2192,4006.5923,88,88,88,88,88,88,9717.767
"31442_629.387_8.722",1555.8174,88,88,88,6080.582,12237.538,1397.8845,2674.4792,1601.235,88,88,88,88,88,88,8597.54
"32154_629.387_8.879",1883.7319,88,88,88,13959.982,23573.768,3216.7815,1346.1357,3021.449,88,537.7626,88,88,88,88,12138.658
"32485_629.388_8.973",3050.433,88,88,88,17072.021,36864.36,4317.7695,4295.361,3589.972,639.9004,697.98914,88,88,88,88,13507.067
"34823_629.498_9.553",1376.9106,88,88,88,21982.312,16076.431,4098.441,3038.1343,1614.3243,88,88,88,88,88,291.3349,9828.818
"33553_629.498_9.226",9538.756,1201.602,995.9524,3792.9187,43856.324,14772.732,6701.3677,8821.044,4902.1875,1363.6979,5610.0103,88,796.70667,88,1064.2682,17318.91
"9860_631.283_3.186",223918,629.12366,88,401.286,5912.747,4050.187,88,287917.22,148099.81,58281.07,179777.95,1039.1864,476.0631,88,5170.212,79173.16
"8263_631.283_2.874",88,88,88,88,88,88,88,88,88,30162.676,95193.3,88,88,88,88,15429.85
"7690_631.283_2.764",88,88,88,88,88,88,88,88,88,10188.191,30411.617,88,88,88,88,2702.5635
"34386_631.313_9.432",100647.445,88,88,88,88,88,88,1583.124,3636.7212,3630.7043,38737.156,88,88,88,88,6666.711
"24993_631.335_7.132",37058.273,2306.7803,88,88,88,88,88,41091.32,32719.398,88,2066.47,88,88,88,88,10408.55
"21462_631.361_6.033",88,88,88,88,10761.48,16532.191,1272.0712,88,88,88,88,88,88,88,88,2507.1401
"30014_631.369_8.369",17117.775,623.74414,88,88,3754.337,38758.996,254.78574,126630.05,95394.84,88,3074.6182,88,88,88,88,19610.523
"27730_631.386_7.843",11717.718,88,88,88,33751.75,85168.54,6054.4307,17821.602,12687.715,88,702.39996,88,88,88,88,32645.264
"33458_631.401_9.209",790.57697,88,88,88,8681.907,18005.299,2109.2126,4350.545,2945.6729,88,88,88,88,88,339.05142,16932.361
"36655_631.401_10.02",3124.7607,88,88,88,7422.607,13768.674,1077.9319,8336.55,2032.2458,88,88,88,88,88,710.34033,16268.094
"34228_631.402_9.401",988.42175,88,88,88,18151.346,29306.404,1730.5737,2455.1123,1870.2621,88,88,88,88,88,673.8206,5372.658
"35834_631.514_9.828",12555.884,88,521.15076,2997.1123,97002.58,69966.88,21747.084,15464.381,6779.008,88,2562.5935,88,860.57697,88,2206.6357,43292.016
"89_632.818_0.703",789.1504,88,88,88,88,88,88,72525.84,2609.7798,88,37083.754,88,473.1078,88,88,88
"20027_633.182_5.547",88,88,88,88,88,88,88,88,88,3615.2754,13276.779,88,88,88,88,629.70197
"24760_633.278_7.08",953.32996,88,88,88,934.4053,89888.36,4890.346,88,88,486.07434,1017.24805,88,88,88,88,24197.545
"20604_633.278_5.758",317008.25,88,88,88,88,88,88,533743.8,369477.56,60583.586,179690.47,1718.4629,88,88,4800.9805,96200.69
"35012_633.417_9.613",2565.5608,88,88,88,7927.8667,17596.129,933.5675,6163.5,1861.0782,363.73828,88,88,88,88,88,11713.146
"37638_633.417_10.294",13175.804,88,88,88,22361.008,35116.316,5044.9053,21059.076,5820.964,88,471.12415,88,88,88,243.34372,26874.45
"35440_633.417_9.737",13193.035,88,88,88,30427.377,49349.402,7831.6006,22122.281,8445.289,458.72815,88,88,209.85114,88,365.32977,34113.67
"34611_633.418_9.501",4321.722,88,88,88,11877.19,25858.545,1918.1768,8945.593,5104.1787,365.96002,797.90356,88,184.95045,88,729.2732,16835.852
"6198_634.367_2.36",2973.4119,88,88,88,88,88,88,3109.2278,6581.43,32684.46,65588.164,513.0784,88,88,658.81915,14216.932
"2377_635_1.011",88,88,88,88,2462.7925,88,1767.7498,53459.062,88,5153.196,96611.62,88,15426.923,2055.1646,3543.3145,88
"10820_635.319_3.354",88,88,88,88,88,76677.766,88,88,88,88,88,88,88,88,88,1200.9003
"41349_635.411_11.043",606.06335,846.66003,88,88,743.37683,88,88,2191.967,88,88,88,88,27097.453,66492.99,88,1980.1023
"36652_635.418_10.024",16668.66,88,88,88,252.304,88,88,22777.377,9034.9,503.39142,1819.637,88,88,88,248.34225,4751.003
"30540_635.432_8.492",8111.4463,88,88,88,31815.008,25984.357,315.29233,16357.158,4603.462,88,88,88,88,88,88,19856.31
"254_636.82_0.764",407793.78,14010.069,142162.62,112260.555,610.7814,241.604,88,42180.836,345314.9,104799.13,72430.59,88,6224.6655,46819.47,88,40335.855
"18651_636.988_5.146",9444.332,88,88,88,88,88,88,3572.8784,35722.38,88,13997.794,88,88,88,88,2112.357
"12696_637.179_3.73",9282.913,88,88,88,88,847.0751,88,9538.625,2329.253,88,1198.316,88,88,88,88,2178.1482
"11469_637.18_3.45",23090.758,88,88,88,88,88,88,59969.312,48414.6,10990.301,55904.555,88,88,88,88,14236.336
"10953_637.18_3.38",57914.84,88,88,88,88,88,88,137610.1,131270.97,24764.021,130443.414,88,88,88,88,14046.474
"10095_637.18_3.219",38930.42,88,88,88,88,88,88,70713.46,87853.39,14546.769,74305.805,88,88,88,88,5281.7285
"40441_637.399_10.938",892.46735,88,88,88,88,88,88,25532.22,14074.234,88,88,88,88,88,88,88
"35507_637.42_9.749",5236.961,88,88,88,5226.5254,12492.046,1213.1035,3593.5264,3763.7988,88,88,88,256.6831,88,88,6087.0146
"37569_637.47_10.288",1398.232,88,88,88,88,88,88,2534.6787,22015.502,88,88,88,88,88,88,337.34262
"38983_637.517_10.569",88,88,88,1062.456,349.631,88,88,88,88,88,41492.133,88,88,88,88,2194.6116
"978_638.818_0.773",85174.555,2690.7034,30427.904,15064.82,88,88,88,4449.8667,72307.914,19497.361,13320.103,88,88,8077.17,88,4164.127
"18190_639.209_5.035",65005.88,88,88,88,311.53998,302.02057,88,33398.65,6155.4287,88,88,88,88,88,88,7513.65
"34702_639.336_9.517",10636.942,88,88,88,88,88,88,2381.2178,1699.9521,14730.074,59387.887,88,88,88,1257.5099,8351.389
"28218_639.34_7.947",16460.46,697.00836,88,88,88,88,88,17169.582,30802.217,589.8157,504.62146,88,88,88,88,6378.8857
"41653_639.359_11.099",88,88,10490.727,16578.717,330.32434,10337.513,39535.05,88,995.5356,1013.4236,722.4967,1172.2058,88,88,88,88
"20034_639.373_5.563",34116.457,88,88,88,56617.293,101162.13,6161.1724,39391.07,35254.305,343.87018,88,88,176.51993,88,88,49873.582
"30491_639.464_8.489",2236.9048,88,88,88,44595.383,19551.39,1038.0299,2695.7935,88,88,88,88,88,88,88,12055.504
"38413_639.533_10.443",88,446.06848,88,3557.5308,88,88,88,88,88,88,94511.89,491.7499,88,88,88,8977.87
"2260_641.02_0.986",638754.44,8958.793,131339.61,19346.215,1142.0289,1400.6375,2134.1572,87589.47,324671.38,322813.25,302940.03,3333.0776,105171.43,151982.38,1127.2958,11022.757
"3667_641.021_1.399",258724.06,12488.152,2668.565,52308.14,5713.2007,6774.6787,6031.5723,3936.6777,113412.32,4884.1597,14744.0625,2875.397,88,88,1452.8323,6309.32
"4131_641.021_1.558",1378045.9,17167.207,11552.298,9426.363,37016.37,13526.624,17881.863,88,55757.133,2790.2312,6508.376,1203.3175,88,88,13563.069,5994.0425
"19408_641.339_5.364",48392.43,88,88,88,1103.7563,399.42108,88,87024.39,50035.273,5761.9126,18842.828,88,88,88,88,13630.417
"41977_641.354_11.154",88,88,1039.0376,1647.4569,88,2205.0642,23181.941,825.88086,88,1685.4772,88,48089.56,88,88,88,88
"39058_641.354_10.593",528.061,88,88,88,88,88,88,797.69525,19415.518,100783.51,88,3448.643,88,88,88,649.63306
"28013_641.412_7.926",5076.67,88,88,88,88,2100.9233,88,3283.0376,67484.48,88,88,88,88,88,88,4570.949
"39141_641.428_10.629",375087.25,863.09753,2102.9526,621.1903,1087.8718,492.97076,642.1255,483459.97,137550.12,988.6972,2842.4995,1245.8358,1235.3768,1308.634,1217.5476,112705.87
"38292_641.428_10.439",115065.484,88,88,88,88,88,88,113048.95,53467.727,88,1669.5348,88,88,88,88,31930.65
"40048_641.428_10.848",8879.9795,88,88,88,88,88,88,3126.8057,1588.6345,88,88,88,88,88,88,3148.1707
"5650_643.181_2.207",17104.23,355.98117,88,88,2249.0579,819.4974,88,9409.091,14803.086,88,88,88,88,88,88,4252.706
"5912_643.182_2.246",16964.973,355.98117,88,88,2005.9207,819.4974,88,8610.338,14148.499,88,88,88,88,88,88,4252.706
"35294_643.29_9.679",42442.24,88,88,88,88,88,88,21559.889,28916.186,10736.481,50080.94,88,88,88,88,7736.4595
"34969_643.29_9.605",26412.588,88,88,88,88,88,88,19337.387,33318.844,7434.2676,33063.54,88,88,88,88,5315.9126
"15489_643.319_4.323",37182.06,88,88,88,88,88,88,74849.7,37750.5,6121.677,16127.174,88,88,88,88,8618.324
"40185_643.448_10.856",88,88,88,88,88,88,88,185459.8,369979,88,88,88,88,88,88,88
"41578_643.448_11.053",30777.812,88,88,88,88,88,88,21879.21,18451.117,88,88,88,88,88,88,88
"202_644.851_0.71",22401.912,88,168.40813,281.5177,88,88,88,176616.11,12613.746,23577.252,101565.37,88,18117.03,5558.0615,88,273.36334
"18164_645.291_5.019",58645.44,88,88,88,1646.8209,1155.03,88,40026.7,34841.84,88,1680.7866,88,88,88,88,13187.356
"19905_645.34_5.518",8565.549,88,88,88,17056.219,28678.336,4151.0693,3054.8528,2971.9895,88,88,88,220.77667,88,88,11746.414
"29158_645.38_8.135",2423.6274,88,88,88,11744.675,27285.979,3311.2048,1898.7642,970.8479,88,88,88,88,88,88,12900.279
"31686_645.381_8.772",5280.254,88,88,88,48163.49,65914.65,4075.4587,2404.8337,3040.429,88,88,88,88,88,88,33474.656
"34227_645.381_9.404",2099.2175,88,88,88,14806.6875,25478.418,1820.71,4192.7163,2520.8767,88,436.9301,88,88,88,88,9370.804
"29008_645.402_8.124",1659.1663,88,88,88,2992.6797,2944.377,240.6836,1804.284,1269.72,88,88,88,88,88,88,6066.901
"25967_647.291_7.414",715.1484,88,88,88,386.5963,51695.61,2558.9937,1196.5449,88,88,88,88,88,88,88,10002.22
"22684_647.293_6.412",11440.803,88,88,88,88,88,88,18620.312,12382.58,1555.9958,9357.492,88,88,88,88,4169.3516
"8510_647.315_2.919",88,88,88,88,88,88,88,88,88,15469.3955,42756.69,88,88,88,88,6832.4976
"11593_647.351_3.496",25928.793,489.29886,604.5133,525.55615,1656.227,1700.5172,88,37727.89,30576.988,36513.387,65047.684,890.24164,586.9997,88,589.34375,28235.219
"24416_647.381_6.958",11994.349,88,88,88,26471.016,39791.207,4349.903,6643.2456,4227.9844,1015.74915,929.9438,88,88,88,88,18235.062
"27105_647.381_7.691",9174.9375,88,88,88,18338.465,17154.871,2119.8645,8395.223,7137.1465,88,88,88,88,88,88,12264.258
"30229_647.396_8.422",1821.0869,88,88,88,15921.284,26797.498,2608.2468,2368.1504,1522.4348,88,88,88,88,88,240.15964,15583.796
"32483_647.397_8.984",4297.669,88,88,88,29805.49,55097.105,5621.8945,9469.236,15300.045,88,88,88,88,88,1297.2283,17414.443
"34635_647.397_9.5",29413.066,88,88,88,80807.76,94751.414,8184.146,29884.617,10567.821,88,624.8782,88,88,88,542.45593,60242.824
"32957_647.397_9.072",8806.3545,88,88,88,31809.271,43875.234,7497.9116,19063.643,9161.588,88,826.6343,88,88,88,595.9404,36728.945
"35659_647.397_9.75",5017.3984,88,88,88,10892.858,60707.35,3020.6907,16089.874,4477.585,462.9083,820.8417,88,88,88,884.4848,13606.651
"3692_649.006_1.374",135755.94,918.3484,3001.6738,4917.912,88,88,88,88,136208.6,88,4100.557,88,88,88,750.0381,2671.2073
"2797_649.006_1.154",115489.05,870.71515,5255.931,1451.1189,88,88,1293.3169,2934.2246,15380.301,19743.229,44528.527,1301.7745,88,751.6449,88,88
"3367_649.006_1.285",296004.12,465.49866,4325.1577,3240.2637,580.85876,88,88,313.90527,30277.572,8227.546,13465.12,406.3833,88,88,641.7479,2671.2073
"4583_649.006_1.728",34758.566,88,88,192.35223,88,88,88,88,2297.0112,88,88,88,88,88,88,1415.4485
"35733_649.127_9.815",88,88,88,88,88,88,88,88,88,88,88,88,88,67542.92,88,88
"20871_649.159_5.878",88,88,88,88,88,88,88,88,38801.35,88,88,88,88,88,88,491.643
"18455_649.214_5.079",4110.7935,88,88,88,383.61707,367.97565,88,8795.925,6646.5415,7126.862,48451.926,88,88,88,88,2844.3362
"7220_649.33_2.629",88,88,88,88,88,88,88,88,88,25251.3,49463.516,88,88,88,88,8802.054
"7578_649.33_2.74",1082.0817,88,88,88,88,88,88,701.0611,1939.4807,119527.46,245850.14,2357.5132,88,88,88,46585.27
"32183_649.412_8.88",12576.175,88,88,88,39224.348,45114.16,5313.79,24486.787,23677.488,88,582.11316,88,88,88,749.6609,19052.945
"33885_649.412_9.301",21570.047,150.23235,88,88,44802.062,66755.27,11913.825,45988.74,45723.86,601.8891,88,88,179.90051,88,1141.1731,47978.414
"35980_649.412_9.871",13891.102,88,88,88,33897.72,72863.56,4818.2114,28971.883,18956.201,88,584.97437,88,277.61584,88,1573.1046,34770.383
"31847_649.412_8.796",15969.854,88,88,88,31852.562,65956.04,10864.32,21028.363,13143.664,88,413.29147,88,88,88,896.9949,73105.66
"35470_649.412_9.739",18571.824,88,88,88,39874.312,39973.98,2586.887,29886.29,20928.047,88,805.0202,88,88,88,427.9411,36209.234
"34999_649.412_9.613",21482.5,88,88,88,62487.387,112170.79,16583.217,25213.988,35272.55,88,88,88,88,88,1156.619,47662.62
"33406_649.412_9.19",13910.058,119.32602,88,88,48820.406,64814.492,11830.171,42765.16,26509.85,601.8891,478.43097,88,88,88,1365.8317,34075.355
"34231_649.412_9.382",9643.76,88,88,88,19534.102,41886.402,5613.7305,17057.502,13058.777,397.45673,469.36032,88,88,88,488.3778,20602.625
"30982_649.413_8.597",14638.731,88,88,88,37107.65,66066.16,9515.762,29400.418,17619.951,409.07687,88,88,88,88,583.32776,37945.92
"32850_649.413_9.048",35159.176,160.62732,88,88,32591.205,111486.28,15245.688,53388.46,41633.875,505.8642,88,88,204.70027,88,1448.8784,58051.4
"367_650.869_0.735",90557.42,88,88,88,88,88,88,139352.88,11723.978,63161.316,72071.89,88,80599.5,24764.266,88,88
"2434_650.974_1.013",88,88,88,88,88,88,2224.378,9782.342,88,23361.98,64877.688,5274.8086,7284.283,19045.377,88,88
"21745_651.286_6.11",2480.6953,88,88,88,313.24097,88,88,5395.4385,51333.258,382.69208,2599.5671,88,88,88,88,5436.4976
"9446_651.346_3.1",9932.104,88,88,88,88,88,88,8828.184,14344.901,56892.29,139089.58,193.91216,88,88,88,26646.385
"42826_651.377_11.374",425.5807,88,88,88,88,2415.664,27764.258,52761.82,6289.451,107680.5,709.33923,60413.098,88,88,88,88
"41827_651.377_11.128",88,88,88,88,88,88,426.47864,66786.39,25010.06,593626.9,88,157144.78,88,88,88,88
"40604_651.377_10.958",1342.0916,88,88,88,88,88,407.3938,33597.668,69572.38,80237.734,88,88,88,88,88,88
"33527_651.428_9.21",14455.48,88,88,88,46266.2,71537.164,4688.9663,8205.697,8154.5664,88,88,88,88,88,88,28621.871
"33896_651.447_9.311",686.8805,88,88,88,7523.5957,20848.582,6249.1367,1827.1868,850.2199,88,88,88,88,88,88,9340.152
"8835_653.246_2.997",32953.496,88,88,88,512.5095,311.6953,88,53598.77,4627.621,88,88,88,88,88,88,6376.7803
"23594_653.333_6.706",138733.53,88,88,88,5840.214,10428.073,88,49507.777,49805.184,658.9611,88,88,88,88,88,11719.647
"29350_653.37_8.243",5091.165,88,88,88,31545.682,83285.484,1002.37146,2866.8604,5399.406,1462.1313,88,88,88,88,88,5673.9688
"30846_653.407_8.54",2479.4285,88,88,88,22670.898,113064.23,1431.6575,11689.064,9957.111,88,88,88,88,88,88,16797.93
"34033_653.407_9.33",7075.747,88,88,88,11816.574,23752.473,751.57874,3376.52,11203.734,88,88,88,88,88,88,9660.771
"33344_653.407_9.175",2539.5886,88,88,88,8783.367,47988.59,1879.5188,11054.669,8559.257,88,88,88,88,88,88,11865.389
"42110_653.464_11.196",48262.188,277.6521,279.01486,287.77173,88,178.07416,88,19878.586,18222.984,88,88,88,88,589.3856,324.52347,19708.969
"32510_654.445_8.992",88,88,88,88,980.5304,8045.7344,88,52162.547,10837.652,88,88,88,88,88,88,797.00635
"8135_655.137_2.833",23192.473,88,88,88,88,88,88,5355.12,4453.218,581.8571,3741.295,433.57233,88,88,2741.5498,10172.987
"9038_655.19_3.063",1179.4379,88,88,88,88,88,88,1555.1439,27809.697,88,425.5923,88,88,88,88,1906.8091
"7938_655.191_2.853",40687.25,88,88,88,88,88,88,34779.29,246631.12,2121.167,33202.156,88,88,88,88,10782.502
"16096_655.247_4.474",92514.336,88,88,88,88,88,88,79304.734,58231.855,3612.44,34908.93,88,88,88,498.49863,27060.566
"20580_655.354_5.77",108664.164,88,88,88,1870.9062,1168.815,88,195072.16,132692.6,15979.215,50707.645,88,88,88,88,28375.621
"19920_655.369_5.523",2306.229,88,88,88,14438.271,28361.625,2156.701,1679.685,2475.0396,262.8833,88,88,88,88,88,9835.732
"37469_655.407_10.246",28642.508,88,88,88,88,88,88,72763.734,4300.6206,88,338.27008,88,88,88,88,4731.4995
"24512_655.427_6.991",889.44244,88,88,88,616.24066,805.0386,88,1628.0251,88,66205.7,168495.86,88,88,88,1538.1366,7351.6445
"39634_655.444_10.742",370291.66,2625.0723,5792.2666,2938.1929,3302.1934,1618.4573,1803.1838,397181,153459,784.23987,5689.941,1201.1138,3233.6992,3313.9448,4904.451,133804.73
"34641_655.444_9.512",20270.36,362.66946,88,306.7327,2584.5334,436.67963,88,19150.441,15248.413,663.225,3482.9043,88,88,88,88,9313.917
"28682_656.31_8.067",15078.879,88,88,88,88,88,88,132753.34,40481.746,15106.293,43098.332,88,88,88,88,3158.1572
