FeatureID,Mass,Retention_time,A1.mzML,A2.mzML,A3.mzML,A4.mzML,A5.mzML,A6.mzML,A7.mzML,A8.mzML,A9.mzML,A10.mzML,A11.mzML,A12.mzML,A13.mzML,A14.mzML,A15.mzML,pooled_QC_1.mzML
8335,625.18,2.947,1.74E-05,3.79E-06,4.39E-05,8.60E-07,1.09E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,7.93E-06
36044,625.19,9.911,1.50E-07,8.99E-08,1.03E-07,6.32E-06,2.12E-05,0.00103373,2.51E-06,1.92E-06,2.76E-06,4.09E-06,2.58E-05,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.29E-07
37804,625.19,10.313,1.50E-07,8.99E-08,1.03E-07,1.26E-07,3.75E-06,0.000156249,2.51E-06,0.000736925,0.000429422,4.09E-06,0.00012669,2.38E-05,1.07E-05,1.43E-05,0.000441525,2.29E-07
11526,625.276,3.49,2.96E-05,1.25E-05,1.16E-05,0.000204013,0.000126336,1.38E-06,9.49E-05,3.20E-05,2.61E-05,3.11E-05,6.70E-06,7.37E-06,1.07E-05,2.71E-05,1.06E-06,6.78E-05
30071,625.376,8.383,2.97E-05,1.63E-05,7.38E-06,8.94E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,0.000150161,7.05E-05,1.94E-05,2.64E-05
25645,625.378,7.345,1.32E-06,7.29E-06,4.37E-06,0.000680621,0.001457088,2.33E-05,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,3.41E-05,3.17E-05,1.81E-06,0.000504763
24121,625.378,6.903,1.86E-06,8.99E-08,1.03E-06,0.000627798,0.001428907,2.11E-05,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,3.31E-05,2.57E-05,6.62E-07,0.000574085
40560,625.433,10.959,1.92E-05,8.99E-08,1.03E-07,1.26E-07,5.32E-07,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,1.70E-05
14446,626.21,4.094,1.50E-07,8.99E-08,1.03E-07,1.26E-07,1.02E-06,2.98E-07,2.51E-06,1.92E-06,0.000262882,4.09E-06,1.80E-06,2.05E-06,2.32E-06,4.47E-07,1.76E-05,1.31E-06
2888,627.024,1.178,0.00153636,1.80E-05,0.000177365,0.000141058,0.000220942,0.000239419,2.51E-06,0.000226565,0.002826371,0.00471921,0.004244793,0.004593762,0.000139879,6.14E-05,0.000534319,0.000131587
3432,627.024,1.302,0.000903898,3.47E-06,0.001010129,2.98E-05,0.000102118,6.33E-05,2.51E-06,9.48E-06,0.000335795,0.000965277,0.001428234,0.001158614,9.38E-05,3.80E-05,0.000128227,0.000566469
10896,627.173,3.386,2.76E-05,8.32E-05,3.53E-06,1.26E-07,1.28E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,1.35E-05
9182,627.231,3.066,2.06E-06,6.42E-06,6.73E-05,1.26E-07,5.41E-07,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,1.30E-05
21205,627.28,5.957,0.000274486,0.000128972,0.000180224,8.63E-05,0.000214517,1.85E-05,4.89E-05,1.52E-05,0.000259628,4.09E-06,1.80E-06,2.05E-06,4.53E-06,7.34E-06,6.62E-07,0.000202424
36173,627.319,9.925,0.000719206,3.93E-06,5.99E-06,1.26E-07,4.09E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.82E-06
17977,627.324,4.982,8.75E-05,0.00010725,7.32E-05,1.35E-05,2.35E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,1.97E-06,6.62E-07,4.18E-05
36784,627.376,10.081,9.76E-06,3.08E-05,1.04E-05,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.26E-06
37648,627.412,10.307,6.39E-05,5.92E-05,2.38E-05,1.26E-07,6.22E-07,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.63E-05
38688,627.412,10.531,0.000589086,0.000434198,0.000171929,1.26E-07,2.13E-06,2.98E-07,9.79E-06,1.92E-06,9.81E-06,4.09E-06,3.22E-05,6.00E-06,5.22E-07,2.71E-06,2.38E-06,0.000249983
36945,627.449,10.1,6.38E-06,2.64E-05,1.67E-06,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,3.70E-06
40062,627.449,10.834,9.16E-05,1.81E-05,2.20E-05,1.26E-07,9.43E-08,2.98E-07,1.01E-05,1.92E-06,1.01E-05,4.09E-06,6.59E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,5.62E-05
5698,628.176,2.219,2.52E-05,7.84E-06,1.89E-05,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,7.65E-06,9.37E-06,4.47E-07,6.62E-07,9.24E-06
8766,629.081,2.978,0.001962126,0.000359944,0.001762589,8.77E-05,0.001008737,4.40E-06,2.51E-06,1.92E-06,0.000326197,3.02E-05,1.64E-05,4.02E-05,3.41E-05,2.17E-05,8.89E-06,0.000528945
30955,629.274,8.596,0.000156126,6.38E-05,7.98E-05,4.53E-05,0.000152906,6.36E-06,2.51E-06,1.92E-06,0.00012586,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,9.69E-05
31691,629.274,8.772,0.00077519,0.000290612,0.000388236,0.000202829,0.000698473,1.71E-05,2.51E-06,1.92E-06,0.000635506,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,0.000454968
13823,629.304,3.963,6.20E-05,6.59E-05,3.01E-05,1.02E-05,1.89E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.59E-05
34533,629.386,9.476,4.53E-06,3.46E-06,4.69E-06,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,8.26E-05,0.000121565,1.77E-05,2.53E-05
31442,629.387,8.722,2.66E-06,2.73E-06,1.88E-06,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,3.60E-05,6.22E-05,1.05E-05,2.24E-05
32154,629.387,8.879,3.22E-06,1.38E-06,3.54E-06,1.26E-07,5.77E-07,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,8.27E-05,0.000119785,2.42E-05,3.16E-05
32485,629.388,8.973,5.22E-06,4.39E-06,4.20E-06,9.15E-07,7.48E-07,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,0.000101186,0.000187318,3.25E-05,3.51E-05
34823,629.498,9.553,2.35E-06,3.10E-06,1.89E-06,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,9.13E-06,4.09E-06,1.80E-06,2.05E-06,0.000130289,8.17E-05,3.08E-05,2.56E-05
33553,629.498,9.226,1.63E-05,9.01E-06,5.74E-06,1.95E-06,6.01E-06,2.98E-07,2.27E-05,1.92E-06,3.34E-05,5.59E-05,2.04E-05,8.82E-05,0.000259936,7.51E-05,5.04E-05,4.50E-05
9860,631.283,3.186,0.000382946,0.00029416,0.000173421,8.33E-05,0.000192731,3.52E-06,1.36E-05,1.92E-06,0.000162048,2.93E-05,1.80E-06,9.33E-06,3.50E-05,2.06E-05,6.62E-07,0.000205925
8263,631.283,2.874,1.50E-07,8.99E-08,1.03E-07,4.31E-05,0.000102052,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,4.01E-05
7690,631.283,2.764,1.50E-07,8.99E-08,1.03E-07,1.46E-05,3.26E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,7.03E-06
34386,631.313,9.432,0.000172128,1.62E-06,4.26E-06,5.19E-06,4.15E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,1.73E-05
24993,631.335,7.132,6.34E-05,4.20E-05,3.83E-05,1.26E-07,2.22E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,0.000107337,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.71E-05
21462,631.361,6.033,1.50E-07,8.99E-08,1.03E-07,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,6.38E-05,8.40E-05,9.57E-06,6.52E-06
30014,631.369,8.369,2.93E-05,0.000129376,0.000111705,1.26E-07,3.30E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,2.90E-05,1.80E-06,2.05E-06,2.23E-05,0.000196945,1.92E-06,5.10E-05
27730,631.386,7.843,2.00E-05,1.82E-05,1.49E-05,1.26E-07,7.53E-07,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,0.000200046,0.000432764,4.55E-05,8.49E-05
33458,631.401,9.209,1.35E-06,4.44E-06,3.45E-06,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,1.06E-05,4.09E-06,1.80E-06,2.05E-06,5.15E-05,9.15E-05,1.59E-05,4.40E-05
36655,631.401,10.02,5.34E-06,8.52E-06,2.38E-06,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.23E-05,4.09E-06,1.80E-06,2.05E-06,4.40E-05,7.00E-05,8.11E-06,4.23E-05
34228,631.402,9.401,1.69E-06,2.51E-06,2.19E-06,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.11E-05,4.09E-06,1.80E-06,2.05E-06,0.000107583,0.000148914,1.30E-05,1.40E-05
35834,631.514,9.828,2.15E-05,1.58E-05,7.94E-06,1.26E-07,2.75E-06,2.98E-07,2.45E-05,1.92E-06,6.92E-05,4.09E-06,1.07E-05,6.97E-05,0.000574933,0.00035552,0.000163557,0.0001126
89,632.818,0.703,1.35E-06,7.41E-05,3.06E-06,1.26E-07,3.98E-05,2.98E-07,1.35E-05,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.29E-07
20027,633.182,5.547,1.50E-07,8.99E-08,1.03E-07,5.17E-06,1.42E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,1.64E-06
24760,633.278,7.08,1.63E-06,8.99E-08,1.03E-07,6.95E-07,1.09E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.54E-06,0.000456746,3.68E-05,6.29E-05
20604,633.278,5.758,0.00054215,0.000545318,0.000432649,8.66E-05,0.000192638,5.83E-06,2.51E-06,1.92E-06,0.000150476,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,0.000250212
35012,633.417,9.613,4.39E-06,6.30E-06,2.18E-06,5.20E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,4.70E-05,8.94E-05,7.02E-06,3.05E-05
37638,633.417,10.294,2.25E-05,2.15E-05,6.82E-06,1.26E-07,5.05E-07,2.98E-07,2.51E-06,1.92E-06,7.63E-06,4.09E-06,1.80E-06,2.05E-06,0.000132533,0.000178435,3.79E-05,6.99E-05
35440,633.417,9.737,2.26E-05,2.26E-05,9.89E-06,6.56E-07,9.43E-08,2.98E-07,5.98E-06,1.92E-06,1.15E-05,4.09E-06,1.80E-06,2.05E-06,0.000180343,0.000250757,5.89E-05,8.87E-05
34611,633.418,9.501,7.39E-06,9.14E-06,5.98E-06,5.23E-07,8.55E-07,2.98E-07,5.27E-06,1.92E-06,2.29E-05,4.09E-06,1.80E-06,2.05E-06,7.04E-05,0.000131394,1.44E-05,4.38E-05
6198,634.367,2.36,5.09E-06,3.18E-06,7.71E-06,4.67E-05,7.03E-05,1.74E-06,2.51E-06,1.92E-06,2.06E-05,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,3.70E-05
2377,635,1.011,1.50E-07,5.46E-05,1.03E-07,7.37E-06,0.000103573,2.98E-07,0.000439819,4.49E-05,0.000111057,4.09E-06,1.80E-06,2.05E-06,1.46E-05,4.47E-07,1.33E-05,2.29E-07
10820,635.319,3.354,1.50E-07,8.99E-08,1.03E-07,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,0.00038962,6.62E-07,3.12E-06
41349,635.411,11.043,1.04E-06,2.24E-06,1.03E-07,1.26E-07,9.43E-08,2.98E-07,0.000772544,0.001453275,2.76E-06,3.94E-05,1.80E-06,2.05E-06,4.41E-06,4.47E-07,6.62E-07,5.15E-06
36652,635.418,10.024,2.85E-05,2.33E-05,1.06E-05,7.20E-07,1.95E-06,2.98E-07,2.51E-06,1.92E-06,7.78E-06,4.09E-06,1.80E-06,2.05E-06,1.50E-06,4.47E-07,6.62E-07,1.24E-05
30540,635.432,8.492,1.39E-05,1.67E-05,5.39E-06,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,0.000188567,0.000132033,2.37E-06,5.16E-05
254,636.82,0.764,0.000697412,4.31E-05,0.000404355,0.000149867,7.76E-05,2.98E-07,0.000177464,0.001023289,2.76E-06,0.000651904,0.002909064,0.002611278,3.62E-06,1.23E-06,6.62E-07,0.000104911
18651,636.988,5.146,1.62E-05,3.65E-06,4.18E-05,1.26E-07,1.50E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,5.49E-06
12696,637.179,3.73,1.59E-05,9.75E-06,2.73E-06,1.26E-07,1.28E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.30E-06,6.62E-07,5.67E-06
11469,637.18,3.45,3.95E-05,6.13E-05,5.67E-05,1.57E-05,5.99E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,3.70E-05
10953,637.18,3.38,9.90E-05,0.000140594,0.000153715,3.54E-05,0.000139842,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,3.65E-05
10095,637.18,3.219,6.66E-05,7.22E-05,0.000102874,2.08E-05,7.97E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,1.37E-05
40441,637.399,10.938,1.53E-06,2.61E-05,1.65E-05,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.29E-07
35507,637.42,9.749,8.96E-06,3.67E-06,4.41E-06,1.26E-07,9.43E-08,2.98E-07,7.32E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,3.10E-05,6.35E-05,9.12E-06,1.58E-05
37569,637.47,10.288,2.39E-06,2.59E-06,2.58E-05,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,8.77E-07
38983,637.517,10.569,1.50E-07,8.99E-08,1.03E-07,1.26E-07,4.45E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.47E-05,2.07E-06,4.47E-07,6.62E-07,5.71E-06
978,638.818,0.773,0.000145666,4.55E-06,8.47E-05,2.79E-05,1.43E-05,2.98E-07,2.51E-06,0.000176535,2.76E-06,0.000125201,0.000622644,0.000350421,5.22E-07,4.47E-07,6.62E-07,1.08E-05
18190,639.209,5.035,0.000111174,3.41E-05,7.21E-06,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,1.85E-06,1.53E-06,6.62E-07,1.95E-05
34702,639.336,9.517,1.82E-05,2.43E-06,1.99E-06,2.11E-05,6.37E-05,2.98E-07,2.51E-06,1.92E-06,3.94E-05,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.17E-05
28218,639.34,7.947,2.82E-05,1.75E-05,3.61E-05,8.43E-07,5.41E-07,2.98E-07,2.51E-06,1.92E-06,2.76E-06,3.24E-05,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,1.66E-05
41653,639.359,11.099,1.50E-07,8.99E-08,1.17E-06,1.45E-06,7.75E-07,3.98E-06,2.51E-06,1.92E-06,2.76E-06,4.09E-06,0.000214671,0.000385635,1.96E-06,5.25E-05,0.000297338,2.29E-07
20034,639.373,5.563,5.83E-05,4.02E-05,4.13E-05,4.92E-07,9.43E-08,2.98E-07,5.03E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,0.00033557,0.000514031,4.63E-05,0.000129718
30491,639.464,8.489,3.83E-06,2.75E-06,1.03E-07,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,0.000264316,9.93E-05,7.81E-06,3.14E-05
38413,639.533,10.443,1.50E-07,8.99E-08,1.03E-07,1.26E-07,0.000101322,1.67E-06,2.51E-06,1.92E-06,2.76E-06,2.08E-05,1.80E-06,8.28E-05,5.22E-07,4.47E-07,6.62E-07,2.34E-05
2260,641.02,0.986,0.001092403,8.95E-05,0.000380182,0.000461635,0.000324768,1.13E-05,0.002998419,0.003321737,3.53E-05,0.000416862,0.002687593,0.00045001,6.77E-06,7.12E-06,1.61E-05,2.87E-05
3667,641.021,1.399,0.000442472,4.02E-06,0.000132803,6.98E-06,1.58E-05,9.75E-06,2.51E-06,1.92E-06,4.55E-05,0.000581087,5.46E-05,0.001216733,3.39E-05,3.44E-05,4.54E-05,1.64E-05
4131,641.021,1.558,0.002356744,8.99E-08,6.53E-05,3.99E-06,6.98E-06,4.08E-06,2.51E-06,1.92E-06,0.000425103,0.000798809,0.000236394,0.000219265,0.000219395,6.87E-05,0.000134487,1.56E-05
19408,641.339,5.364,8.28E-05,8.89E-05,5.86E-05,8.24E-06,2.02E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,6.54E-06,2.03E-06,6.62E-07,3.55E-05
41977,641.354,11.154,1.50E-07,8.44E-07,1.03E-07,2.41E-06,9.43E-08,0.0001631,2.51E-06,1.92E-06,2.76E-06,4.09E-06,2.13E-05,3.83E-05,5.22E-07,1.12E-05,0.000174349,2.29E-07
39058,641.354,10.593,9.03E-07,8.15E-07,2.27E-05,0.000144124,9.43E-08,1.17E-05,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,1.69E-06
28013,641.412,7.926,8.68E-06,3.35E-06,7.90E-05,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,1.07E-05,6.62E-07,1.19E-05
39141,641.428,10.629,0.000641477,0.000493943,0.000161068,1.41E-06,3.05E-06,4.23E-06,3.52E-05,2.86E-05,3.82E-05,4.02E-05,4.30E-05,1.44E-05,6.45E-06,2.50E-06,4.83E-06,0.000293141
38292,641.428,10.439,0.000196786,0.0001155,6.26E-05,1.26E-07,1.79E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,8.30E-05
40048,641.428,10.848,1.52E-05,3.19E-06,1.86E-06,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,8.19E-06
5650,643.181,2.207,2.93E-05,9.61E-06,1.73E-05,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,1.66E-05,1.80E-06,2.05E-06,1.33E-05,4.16E-06,6.62E-07,1.11E-05
5912,643.182,2.246,2.90E-05,8.80E-06,1.66E-05,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,1.66E-05,1.80E-06,2.05E-06,1.19E-05,4.16E-06,6.62E-07,1.11E-05
35294,643.29,9.679,7.26E-05,2.20E-05,3.39E-05,1.54E-05,5.37E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.01E-05
34969,643.29,9.605,4.52E-05,1.98E-05,3.90E-05,1.06E-05,3.54E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,1.38E-05
15489,643.319,4.323,6.36E-05,7.65E-05,4.42E-05,8.75E-06,1.73E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.24E-05
40185,643.448,10.856,1.50E-07,0.000189481,0.000433236,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.29E-07
41578,643.448,11.053,5.26E-05,2.24E-05,2.16E-05,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.29E-07
202,644.851,0.71,3.83E-05,0.000180446,1.48E-05,3.37E-05,0.000108883,2.98E-07,0.000516513,0.000121477,2.76E-06,4.09E-06,3.45E-06,6.55E-06,5.22E-07,4.47E-07,6.62E-07,7.11E-07
18164,645.291,5.019,0.000100296,4.09E-05,4.08E-05,1.26E-07,1.80E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,9.76E-06,5.87E-06,6.62E-07,3.43E-05
19905,645.34,5.518,1.46E-05,3.12E-06,3.48E-06,1.26E-07,9.43E-08,2.98E-07,6.29E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,0.000101092,0.000145722,3.12E-05,3.06E-05
29158,645.38,8.135,4.14E-06,1.94E-06,1.14E-06,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,6.96E-05,0.000138647,2.49E-05,3.36E-05
31686,645.381,8.772,9.03E-06,2.46E-06,3.56E-06,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,0.000285464,0.00033493,3.07E-05,8.71E-05
34227,645.381,9.404,3.59E-06,4.28E-06,2.95E-06,1.26E-07,4.68E-07,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,8.78E-05,0.000129463,1.37E-05,2.44E-05
29008,645.402,8.124,2.84E-06,1.84E-06,1.49E-06,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,1.77E-05,1.50E-05,1.81E-06,1.58E-05
25967,647.291,7.414,1.22E-06,1.22E-06,1.03E-07,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,2.29E-06,0.000262679,1.92E-05,2.60E-05
22684,647.293,6.412,1.96E-05,1.90E-05,1.45E-05,2.23E-06,1.00E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,1.08E-05
8510,647.315,2.919,1.50E-07,8.99E-08,1.03E-07,2.21E-05,4.58E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,1.78E-05
11593,647.351,3.496,4.43E-05,3.85E-05,3.58E-05,5.22E-05,6.97E-05,3.02E-06,1.67E-05,1.92E-06,1.85E-05,2.28E-05,1.24E-05,1.22E-05,9.82E-06,8.64E-06,6.62E-07,7.34E-05
24416,647.381,6.958,2.05E-05,6.79E-06,4.95E-06,1.45E-06,9.97E-07,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,0.000156893,0.00020219,3.27E-05,4.74E-05
27105,647.381,7.691,1.57E-05,8.58E-06,8.36E-06,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,0.000108692,8.72E-05,1.59E-05,3.19E-05
30229,647.396,8.422,3.11E-06,2.42E-06,1.78E-06,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,7.53E-06,4.09E-06,1.80E-06,2.05E-06,9.44E-05,0.000136165,1.96E-05,4.05E-05
32483,647.397,8.984,7.35E-06,9.67E-06,1.79E-05,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,4.07E-05,4.09E-06,1.80E-06,2.05E-06,0.000176657,0.000279963,4.23E-05,4.53E-05
34635,647.397,9.5,5.03E-05,3.05E-05,1.24E-05,1.26E-07,6.70E-07,2.98E-07,2.51E-06,1.92E-06,1.70E-05,4.09E-06,1.80E-06,2.05E-06,0.000478946,0.000481457,6.16E-05,0.000156688
32957,647.397,9.072,1.51E-05,1.95E-05,1.07E-05,1.26E-07,8.86E-07,2.98E-07,2.51E-06,1.92E-06,1.87E-05,4.09E-06,1.80E-06,2.05E-06,0.000188533,0.000222942,5.64E-05,9.55E-05
35659,647.397,9.75,8.58E-06,1.64E-05,5.24E-06,6.62E-07,8.80E-07,2.98E-07,2.51E-06,1.92E-06,2.77E-05,4.09E-06,1.80E-06,2.05E-06,6.46E-05,0.00030847,2.27E-05,3.54E-05
3692,649.006,1.374,0.000232171,8.99E-08,0.000159497,1.26E-07,4.40E-06,2.98E-07,2.51E-06,1.92E-06,2.35E-05,4.27E-05,6.14E-05,0.000114395,5.22E-07,4.47E-07,6.62E-07,6.95E-06
2797,649.006,1.154,0.00019751,3.00E-06,1.80E-05,2.82E-05,4.77E-05,4.42E-06,2.51E-06,1.64E-05,2.76E-06,4.05E-05,0.000107552,3.38E-05,5.22E-07,4.47E-07,9.73E-06,2.29E-07
3367,649.006,1.285,0.000506228,3.21E-07,3.55E-05,1.18E-05,1.44E-05,1.38E-06,2.51E-06,1.92E-06,2.01E-05,2.17E-05,8.85E-05,7.54E-05,3.44E-06,4.47E-07,6.62E-07,6.95E-06
