"featureIDs","A1.mzML","A2.mzML","A3.mzML","A4.mzML","A5.mzML","A6.mzML","A7.mzML","A8.mzML","A9.mzML","A10.mzML","A11.mzML","A12.mzML","A13.mzML","A14.mzML","A15.mzML","logFC","pvalue","logpval","Sample_Type"
5044,1.5e-08,1.43e-08,1.61e-08,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,8.08e-07,5.04e-08,2.23e-07,5.18e-08,2.55e-05,2.54e-05,6.31e-05,-6.89819946860402,0.122112524896646,0.913239788843571,"Not Significant"
3309,5.74e-06,1.31e-05,2.41e-07,3.41e-08,1.25e-08,3.22e-06,1.89e-07,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.18e-08,6.73e-05,9.54e-05,0.000278981,-4.85675035061881,0.169422064484932,0.771030030486757,"Not Significant"
5007,1.81e-06,1.43e-08,8.09e-07,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,1.43e-06,7.76e-07,2.23e-07,5.18e-08,3.24e-06,3.96e-06,9.08e-05,-4.99857331573294,0.331424861156957,0.479614916983942,"Not Significant"
8845,0.000157084,0.000202569,3.43e-05,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,3.39e-05,5.04e-08,2.23e-07,5.18e-08,2.96e-05,2.99e-05,0.000135601,0.547497690142245,0.660904635714517,0.179861201892357,"Not Significant"
6818,4.61e-07,1.43e-08,1.61e-08,3.41e-08,1.25e-08,1.67e-08,6.2e-06,3.32e-07,1.33e-08,0.00208582,2.79e-06,9.07e-05,6.32e-05,7.51e-05,0.000465478,-9.19961428752974,0.221139225705521,0.65533421537476,"Not Significant"
15698,0.000100517,9.46e-05,0.000110259,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,8.96e-06,3.09e-05,2.23e-07,3.54e-05,7.31e-06,2.82e-08,3.1e-08,1.50653026914324,0.237180976910146,0.624920146480857,"Not Significant"
15312,7.13e-05,9.72e-05,9.48e-05,3.41e-08,3.06e-06,2.02e-05,5.91e-06,5.27e-06,4.17e-06,0.000212565,2.18e-05,3.73e-05,1.37e-05,7.65e-06,6.57e-06,-0.573646408713424,0.660337822730341,0.180233826560641,"Not Significant"
15587,0.000125145,0.000224337,0.000216295,2.85e-06,8.81e-06,3.9e-05,6.21e-06,4.43e-06,3.21e-06,0.000264272,2.24e-05,4.82e-05,2.32e-06,1.1e-05,6.03e-06,0.246392588281116,0.836795911754614,0.0773804502582889,"Not Significant"
1888,2.13e-05,3.03e-05,4.81e-05,6.55e-06,1.23e-05,4.65e-05,1.89e-07,3.32e-07,8.87e-06,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,8.14266851923954,0.0139929108132148,1.85409193392681,"Significant in SMRW"
2299,9e-06,1.53e-05,2.3e-05,5.19e-06,1.19e-05,3.55e-05,1.89e-07,3.32e-07,5.95e-06,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,7.42889859980175,0.0152425977589348,1.81694101093423,"Significant in SMRW"
2627,0.000121807,8.42e-05,0.000148265,0.000124347,0.000220141,0.00029405,1.89e-07,3.32e-07,3.93e-05,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,10.7081822623317,0.00810051650230399,2.09148728890542,"Significant in SMRW"
2894,5.87e-05,0.000178344,0.00022987,0.000278332,0.000451392,0.000744407,1.89e-07,3.32e-07,9.17e-05,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,11.6856564148532,0.0236344294067249,1.62645487817182,"Significant in SMRW"
13518,1.5e-08,1.43e-08,1.61e-08,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,3.73e-06,9.91e-07,2.23e-07,5.18e-08,1.24e-05,3.04e-05,0.000120521,-5.82343846195801,0.220003993975772,0.657569434878277,"Not Significant"
10913,8.88e-05,6.94e-05,7.61e-05,3.91e-05,4.64e-05,6.4e-05,1.29e-05,3.32e-07,2.79e-05,3.68e-05,1.95e-05,3.62e-05,2.71e-08,2.82e-08,3.1e-08,1.61339885212964,0.0234627967255956,1.62962022196894,"Significant in SMRW"
26081,0.000169864,0.000188711,0.000253786,0.000214503,0.000113287,0.000114208,0.000435839,0.000334356,0.000277948,0.001679413,0.000722239,0.00173257,0.00041206,0.000657846,0.000540513,-2.03507206518942,0.0294065825931465,1.53155544292491,"Significant in NS"
16555,1.5e-08,2.48e-06,1.61e-08,4.2e-06,8.91e-06,1.78e-05,0.000103383,1.25e-05,2.64e-05,3.08e-05,1e-05,2.91e-05,4.96e-05,2.23e-05,8.81e-05,-0.972821110202422,0.253147332627793,0.596626644343242,"Not Significant"
37398,4.75e-05,0.000175782,0.000228019,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,1.33e-08,5.04e-08,2.23e-07,1.16e-05,2.71e-08,2.82e-08,3.1e-08,4.65478348057546,0.140658264788474,0.851834744504293,"Not Significant"
37790,0.000154649,0.000168229,0.000204302,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,1.33e-08,5.04e-08,2.23e-07,1.15e-05,2.71e-08,2.82e-08,3.1e-08,4.89082819880116,0.0920062308001912,1.03618276058367,"Not Significant"
36811,0.000138454,2.91e-05,3.66e-05,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,1.33e-08,5.04e-08,2.23e-07,1.47e-05,2.71e-08,2.82e-08,3.1e-08,3.18014728901729,0.224094898758877,0.649568029525118,"Not Significant"
2681,1.49e-05,9.38e-06,1.49e-05,5.04e-05,8.28e-05,0.000372963,1.89e-07,3.32e-07,7.15e-06,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,9.80724535721678,0.163307289133977,0.786994430327539,"Not Significant"
12799,1.5e-08,1.43e-08,1.61e-08,3.41e-08,1.25e-08,1.36e-05,1.89e-07,3.32e-07,1.41e-06,5.19e-05,2.23e-07,6.85e-05,1.83e-05,3.32e-05,3.96e-05,-4.34539708405457,0.0187212150229257,1.72766596859854,"Significant in NS"
5232,3.05e-05,2.93e-05,3.23e-05,0.000281074,0.000276178,0.000244575,1.12e-05,3.32e-07,2.06e-05,5.04e-08,2.23e-07,5.18e-08,2.71e-08,3.05e-07,3.1e-08,9.80888838571989,0.0378271174248654,1.42219675239409,"Significant in SMRW"
3288,2.09e-05,2.09e-05,3.47e-05,6.63e-06,1.75e-05,2.41e-05,1.89e-07,3.32e-07,7.03e-06,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,7.74353521026763,0.00587857465753231,2.2307279619183,"Significant in SMRW"
11826,1.5e-08,1.43e-08,1.61e-08,0.000164241,0.000269836,0.000275834,1.89e-07,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,10.168745118664,0.0891982895486288,1.04964347350184,"Not Significant"
12496,1.5e-08,1.43e-08,1.61e-08,7.08e-06,1.78e-05,1.75e-05,1.89e-07,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,6.12098517700878,0.102308995109115,0.990086181004213,"Not Significant"
12570,1.91e-05,8.54e-06,1.41e-05,0.000318888,0.000466255,0.00044984,5.88e-06,3.32e-07,6.7e-06,1.82e-05,6.68e-06,2.49e-05,2.71e-08,2.82e-08,3.1e-08,4.10779133122958,0.0843255905804955,1.07404060851466,"Not Significant"
384,1.5e-08,1.43e-08,1.61e-08,3.41e-08,1.25e-08,2.98e-07,1.89e-07,3.32e-07,1.89e-07,5.26e-06,2.23e-07,5.18e-08,1.14e-05,3.5e-05,4.06e-05,-6.97938310068402,0.0906112601337741,1.04281782980552,"Not Significant"
2005,1.71e-05,3.11e-05,3.36e-07,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,6.31471120707981,0.184421863583476,0.734187593744447,"Not Significant"
13759,3.13e-06,3.09e-06,7.48e-06,1.83e-06,1.25e-08,1.67e-08,1.89e-07,3.32e-07,1.33e-08,3.76e-05,7.42e-06,3.44e-05,9.59e-05,0.004128126,0.002475477,-9.30339665797239,0.177620146975351,0.750507774908912,"Not Significant"
11303,2.17e-05,2.6e-05,2.04e-05,8.74e-07,1.25e-08,1.67e-08,1.89e-07,3.32e-07,1.64e-06,8.46e-05,1.26e-05,4.39e-05,1.44e-05,3.49e-05,1.9e-05,-2.14200037915015,0.060307487073352,1.21962876758134,"Not Significant"
25583,1.12e-05,1.23e-05,1.19e-05,3.87e-05,1.5e-05,2.09e-05,0.000173081,0.000103244,0.000116903,0.000109488,0.000125194,8.11e-05,5.17e-05,2.78e-05,2.84e-05,-0.336732141135632,0.583876104024586,0.233679298515838,"Not Significant"
30997,1.5e-08,5.31e-06,3.6e-06,1.48e-05,1.25e-08,5.06e-06,0.00021001,6.08e-05,1.33e-08,2.06e-05,0.006771318,2.49e-05,4.4e-05,2.14e-05,4.59e-05,-5.11621631720229,0.364032934901064,0.438859322947808,"Not Significant"
3699,1.5e-08,1.43e-08,1.61e-08,4.1e-06,1.07e-05,2.42e-05,1.89e-07,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,6.00276193572002,0.153602764528353,0.813600967842238,"Not Significant"
21757,0.000533499,0.000666234,0.000658321,5.04e-06,6.94e-06,4.03e-06,1.74e-05,7.14e-06,0.0001066,8.78e-05,7.11e-06,9.77e-05,0.000140154,0.000332897,0.000204284,0.619790418084327,0.496027052605619,0.30449463706433,"Not Significant"
18059,0.000106796,0.000213515,0.000217284,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,6.25e-06,2.59e-05,4.44e-06,3.02e-05,9.97e-05,9.6e-05,8.07e-05,0.107290502029869,0.905197581777067,0.0432566149275151,"Not Significant"
22574,0.000540802,0.00073163,0.000870256,1.99e-06,1.25e-08,1.01e-06,2.78e-05,3.14e-06,0.000102152,0.000120708,1.08e-05,0.000140593,0.000279451,0.000377114,0.00017245,0.464340600922826,0.60291602062027,0.219743175954618,"Not Significant"
23532,9.72e-05,0.000276159,0.000262488,3.41e-08,1.25e-08,1.67e-08,4.86e-05,3.26e-05,0.000238672,1.49e-05,1.73e-05,2.08e-05,0.000414151,0.001603489,0.000592724,-2.06345815894048,0.241115388153029,0.617775071759891,"Not Significant"
16931,0.004040158,0.004401762,0.005397474,1.9e-05,3.33e-05,3.31e-05,0.00010381,2.49e-05,0.000419062,0.001173587,0.000111911,0.001429936,0.000333276,0.000261774,0.000143047,1.4822141561454,0.225747791331242,0.646376490039247,"Not Significant"
24482,0.000275059,0.000407416,0.000521651,3.41e-08,1.25e-08,1.67e-08,4e-05,4.92e-06,0.000347516,5.17e-06,2.23e-07,1.04e-05,0.000695873,0.000729508,0.00062128,-0.954298666041401,0.352830518444181,0.452433857160744,"Not Significant"
18720,5.38e-05,8.69e-05,0.000105997,1.18e-05,1.05e-06,5.15e-06,1.89e-07,3.32e-07,1.33e-08,4.85e-05,2.23e-07,1.97e-05,2.71e-08,2.82e-08,3.1e-08,1.36791678807653,0.284808888815473,0.545446460599543,"Not Significant"
15872,9.96e-05,7.59e-05,7.41e-05,3.41e-08,1.25e-08,7.92e-06,1.89e-07,3.32e-07,1.33e-08,1.06e-05,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,3.97250817922872,0.0897286065332828,1.04706907670021,"Not Significant"
17053,0.00061258,0.001057678,0.001634846,6.07e-06,9.88e-06,7.46e-05,1.26e-05,1.95e-05,5.2e-06,0.000439336,1.72e-05,1.82e-05,2.71e-08,2.82e-08,3.1e-08,2.26902842748839,0.184598123289794,0.733772718526952,"Not Significant"
19111,7.93e-05,0.000141409,0.000128008,3.41e-08,1.25e-08,7.82e-06,1.89e-07,3.32e-07,1.33e-08,0.000114498,2.15e-06,2e-05,2.71e-08,2.82e-08,3.1e-08,0.800062757430298,0.546568306226142,0.262355555281791,"Not Significant"
21411,0.000335018,0.000253522,0.000530843,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,1.33e-08,2.93e-05,2.23e-07,4.08e-06,2.71e-08,2.82e-08,3.1e-08,4.47007697928688,0.11242960516454,0.949119314508637,"Not Significant"
24412,0.001079612,0.001058332,0.001066272,0.000878038,0.00070922,0.000668962,0.001888104,0.002191238,0.002449198,0.01042865,0.009335078,0.00583559,0.000388934,0.000653811,0.000438605,-1.76051738625714,0.155929085026497,0.807072869491185,"Not Significant"
7221,5.57e-05,6.1e-05,7.11e-05,2.37e-05,2.73e-05,3.42e-05,6.04e-06,3.32e-07,2.31e-05,3.73e-05,1.74e-05,4.14e-05,5.93e-06,6.55e-06,7.84e-06,0.792500174072395,0.196910002887481,0.705732221452063,"Not Significant"
28597,0.000879214,0.00071735,0.00071373,0.000205078,0.000243961,0.000176816,0.000420038,0.000253884,0.000576208,0.001125187,0.000390086,0.000627804,0.000220984,0.000259983,0.000179702,-0.00664969271269652,0.990291490146358,0.0042369529487719,"Not Significant"
43312,9.77e-06,2.05e-05,3.56e-05,5.81e-05,3.59e-06,1.37e-05,0.000163097,0.000231316,7.95e-06,4.21e-05,0.002248612,3.82e-05,0.000135181,0.000247765,0.000234438,-3.02318647780821,0.278036829667362,0.555897672204624,"Not Significant"
42588,5.47e-06,0.000153305,0.000146393,0.000499846,7.91e-06,3.13e-05,0.000188924,0.000748637,8.07e-06,3.45e-05,0.00041576,4.74e-05,8.22e-05,0.000211967,0.000259329,0.182903422946331,0.826072527429196,0.082981820864236,"Not Significant"
27220,0.000270198,0.000445655,0.000141493,2.64e-05,2.28e-05,3.41e-05,0.000270096,5.84e-05,0.000169067,0.00017537,7.03e-05,0.000201496,0.00010505,9.59e-05,7.83e-05,0.400442957385295,0.48260202546296,0.316410859705433,"Not Significant"
41953,8.74e-06,0.000148495,0.000135353,0.000608406,2e-06,6.12e-06,0.000117209,0.000214046,7.01e-06,3.34e-05,0.000230227,3.89e-05,2.92e-05,6.47e-05,5.33e-05,0.886815969341068,0.392517362851127,0.406141127648271,"Not Significant"
21107,0.000361154,0.000266796,0.000408988,0.000113428,0.000136782,5.55e-05,0.000139677,0.000177921,0.000288703,0.00050868,0.00026359,0.000364291,0.000129098,0.00014724,0.000147661,-0.264329988685669,0.569740083747442,0.244323224921162,"Not Significant"
38065,7.06e-05,6.69e-05,4.43e-05,6.9e-07,1.25e-08,1.67e-08,1.89e-07,3.32e-07,1.33e-08,5.04e-08,2.23e-07,6.94e-06,2.71e-08,2.82e-08,3.1e-08,4.06332187348647,0.102488628371207,0.989324319092207,"Not Significant"
38995,6.07e-05,3.83e-05,4.29e-05,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,1.33e-08,5.04e-08,2.23e-07,6.68e-07,2.71e-08,2.82e-08,3.1e-08,6.53041212697119,0.089573750578741,1.04781924088491,"Not Significant"
9104,5.87e-05,6.56e-05,7.92e-05,0.00018861,0.000129202,0.000132351,3.01e-05,5.86e-06,3.29e-05,3.92e-05,2.5e-05,4.45e-05,1.17e-05,1.23e-05,1.48e-05,1.70736605831082,0.0229715263933397,1.63881014619896,"Significant in SMRW"
7504,0.000334495,1.36e-06,3.68e-06,6.17e-06,1.72e-05,8.21e-06,9.46e-06,3.27e-06,4.15e-06,1.81e-05,4.21e-06,1.86e-05,5.59e-06,9.18e-06,8.27e-06,2.01605929592097,0.400206464392053,0.397715900639529,"Not Significant"
6370,0.000200347,8e-05,0.000139084,1.95e-05,2.52e-05,2.21e-05,4.15e-05,2.6e-05,2.43e-05,0.000178709,7.52e-05,7.3e-05,2.23e-05,1.72e-05,2.49e-05,-0.0221239259042195,0.976532541756561,0.0103132798007805,"Not Significant"
6578,7.5e-05,2.75e-05,1.61e-08,3.55e-06,9.48e-06,1.03e-05,3.24e-05,2.6e-06,9.26e-06,8.12e-05,5.83e-05,1.05e-05,2.46e-06,1.12e-05,2.25e-05,-0.715070739644213,0.44346941320709,0.353136328782576,"Not Significant"
2951,4.28e-06,4.94e-06,5.6e-06,7.83e-06,1.54e-05,2.42e-05,1.89e-07,3.32e-07,5.13e-06,5.04e-08,2.23e-07,5.18e-08,1.32e-06,7.49e-07,3.1e-08,4.22229468827796,0.0236807687438425,1.62560420330935,"Significant in SMRW"
9317,0.000104069,7.6e-05,8.82e-05,3.9e-05,3.71e-05,5.34e-05,2.59e-06,3.32e-07,3.42e-05,5.27e-05,3.03e-05,5.74e-05,4.41e-06,3.81e-06,1.34e-06,0.951113621306956,0.165916963203269,0.780109209822757,"Not Significant"
12276,1.19e-06,6.21e-07,2.73e-06,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,1.33e-08,8.7e-06,5.36e-06,1.04e-05,1.06e-05,0.000295241,0.000183399,-7.22836941024284,0.154371464101648,0.811432976853617,"Not Significant"
8241,2.14e-05,5.53e-05,6.11e-06,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,1.36e-05,8.39e-07,2.92e-06,5.18e-08,3.59e-05,3.35e-05,0.000184425,-1.99432370601378,0.324702561552497,0.488514285246107,"Not Significant"
18187,2.95e-06,9.74e-06,5.45e-06,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,1.33e-08,0.000139569,2.23e-07,2.08e-06,1.08e-05,2.58e-05,2.41e-05,-4.01938919301243,0.202743787180508,0.693052445302076,"Not Significant"
17749,0.000541618,0.000547054,0.000624301,2.95e-06,3.13e-06,4.6e-06,1.47e-05,6.34e-06,4.58e-05,0.000146783,1.3e-05,0.000177693,5.54e-05,3.57e-05,2.05e-05,1.41036285043895,0.234442186796318,0.629964236321536,"Not Significant"
25809,1.5e-08,1.43e-08,1.61e-08,3.41e-08,1.25e-08,2.41e-05,1.89e-07,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,5.32404763193906,0.345008774901848,0.46216985900502,"Not Significant"
13082,3.01e-05,1.6e-05,9.15e-06,0.000315361,0.00035117,0.000387133,3.83e-06,3.32e-07,7.25e-06,3.03e-05,9.1e-06,2.08e-05,4.01e-06,2.82e-08,2.28e-06,3.48906315809458,0.0825691468566926,1.083182202716,"Not Significant"
15269,1.22e-05,2.01e-05,2.2e-05,0.000189121,9.42e-05,0.000133506,1.89e-07,3.32e-07,2.47e-06,1.74e-06,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,7.23299502796786,0.0535522649071712,1.27122215665499,"Not Significant"
12426,2.71e-05,5.05e-05,4.31e-05,3.49e-06,6.65e-07,2.52e-06,1.89e-07,3.32e-07,7.18e-07,2.47e-05,2.23e-07,5.1e-06,2.71e-08,2.82e-08,3.1e-08,1.50980411907365,0.262660091644971,0.58060590854247,"Not Significant"
14560,0.000222481,0.000417747,0.00073366,1.29e-05,2.22e-05,3.58e-05,3.22e-05,4.41e-05,6.17e-05,0.000587412,9.41e-05,0.000121607,5.27e-05,6.78e-05,3.53e-05,0.13802467098254,0.895517181415776,0.0479260773498672,"Not Significant"
14748,0.000369284,0.00030794,0.000615587,1.33e-05,3.38e-05,5.84e-05,1.84e-05,2.09e-05,2.04e-05,0.000690903,6.98e-05,0.000171674,3.86e-05,6.8e-05,3.02e-05,-0.137461604521599,0.901426284746175,0.0450697824600821,"Not Significant"
19310,0.000646617,0.000406641,0.000530473,1.53e-05,1.79e-05,2.56e-05,4.31e-05,6.77e-06,1.91e-05,0.000154806,2.5e-05,9.12e-05,2.71e-08,2.82e-08,3.1e-08,2.07344359344551,0.142994948603488,0.844679304020107,"Not Significant"
24741,0.000200268,0.000301806,0.000286887,9.43e-06,1.25e-08,1.87e-06,6.8e-05,4.12e-05,0.000175139,3.54e-05,3.69e-06,1.89e-05,0.000621125,0.000835129,0.000233012,-1.27287379916587,0.301646403091695,0.52050184895438,"Not Significant"
23135,0.017247768,0.024260154,0.01190655,0.00013765,0.000149449,0.000155776,0.000315982,0.000148048,0.001595005,0.001867096,0.000177735,0.002368566,0.000523534,0.000401758,0.000238391,2.74072664435358,0.126022833835986,0.899550758767126,"Not Significant"
28965,0.000196701,0.000526542,0.00042111,9.41e-06,7.56e-07,4e-06,9.41e-05,2.28e-05,0.000243087,1.31e-05,2.23e-07,8.46e-06,0.000134412,0.00024871,0.000133987,0.909622033452796,0.323942685790443,0.489531821419258,"Not Significant"
29373,0.000143479,0.000196857,0.000186889,7.9e-06,1.25e-08,2.07e-06,0.000161366,3.79e-05,0.00034393,4.6e-06,2.23e-07,3.93e-06,0.000171068,0.000345017,0.000124683,0.149159641839645,0.8663179378189,0.0623226930867241,"Not Significant"
5122,0.000827786,0.000790142,0.00107056,0.000193494,0.000214711,0.000179061,1.61e-05,1.29e-05,1.54e-05,0.001717691,0.000648538,0.001458751,1.77e-05,2.78e-05,2.31e-05,-0.81480960962225,0.441856980057668,0.354718280024168,"Not Significant"
5344,0.00035333,0.000384839,0.000441964,3.41e-08,1.4e-05,9.84e-06,1.65e-06,9.92e-07,2.6e-06,0.000724101,0.000222555,0.000538211,1.12e-05,9.35e-06,6.09e-06,-0.906838696985579,0.434832928952017,0.361677575163812,"Not Significant"
21520,0.000182936,3.57e-05,4.86e-06,1e-05,1.54e-06,1.93e-05,8.24e-06,3.56e-05,6.55e-06,5.89e-05,4.58e-06,8.2e-05,4.47e-05,1.73e-05,3.95e-05,-0.281844120690386,0.748322368008901,0.125911273141724,"Not Significant"
15944,1.94e-05,2.57e-05,4.08e-05,0.000147574,0.000115122,0.000142911,1.89e-07,3.32e-07,1.33e-08,3.7e-05,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,3.13420807686695,0.0516573116619582,1.28686819902907,"Not Significant"
8796,0.000192082,0.000144563,0.000203479,0.000629651,0.000268287,0.000318438,0.000245378,6.09e-05,0.000153025,0.000478108,0.000178745,0.000413656,7.97e-05,0.000106542,6.87e-05,0.156383784089191,0.786977348458154,0.104037767744118,"Not Significant"
23179,0.000260715,0.000118862,6.11e-05,9.18e-05,3.01e-05,5.91e-05,0.000195876,0.000103744,0.000300323,0.000383757,0.000212394,0.00066113,0.000232313,0.000136787,8.57e-05,-1.07191787238164,0.150103338327439,0.823609648855574,"Not Significant"
5648,0.000444975,0.000453733,0.000363392,0.000474009,0.000527636,0.000518351,0.000113697,9.01e-05,0.000148818,0.000309218,0.000160522,0.000586521,0.000209225,0.000197655,0.00024347,0.292235689239846,0.479872659118701,0.318873993414389,"Not Significant"
23114,0.004607975,0.006430094,0.006844828,3.16e-05,3.23e-05,3.44e-05,7.23e-05,2.68e-05,0.000417187,0.000454927,3.97e-05,0.000662477,0.000126137,6.95e-05,3.82e-05,3.1482334191291,0.105727509329091,0.97581199854479,"Not Significant"
23270,0.000173092,0.000218391,0.000215531,3.41e-08,8.59e-07,1.67e-08,1.89e-06,3.32e-07,1.48e-05,5.15e-05,4.15e-06,6.36e-05,6.03e-06,2.82e-08,3.1e-08,1.73293088310704,0.202124250508348,0.694381577478577,"Not Significant"
5374,0.000113252,4.61e-05,5.05e-05,0.000964196,0.000650014,0.000750411,6.51e-06,6.61e-06,5.78e-05,8.93e-05,2.17e-05,7.98e-05,3.23e-05,2.53e-05,2.81e-05,2.67316817896943,0.0870467587217144,1.06024739566074,"Not Significant"
4475,0.000221213,0.000205925,0.000290779,8.89e-05,5.82e-05,7.76e-05,6.87e-06,8.87e-07,8.06e-06,0.00061983,0.000161934,0.000475472,1.14e-05,1.49e-05,1.1e-05,-1.01864659361811,0.377691125138653,0.422863219960916,"Not Significant"
6353,0.000173846,0.000136378,0.000151713,5.4e-05,5.7e-05,6.46e-05,1.84e-05,8.24e-06,5.25e-05,0.000430624,0.000179283,0.000307707,8.56e-06,8.13e-06,9.19e-06,-0.981652788506039,0.35165578890808,0.453882228897122,"Not Significant"
4837,0.00025695,0.000187554,0.000283285,1.48e-05,1.46e-05,1.63e-05,6.23e-07,3.32e-07,2.09e-06,0.000440268,0.000139441,0.000450977,2.33e-06,3.61e-06,1.45e-06,-1.00375357289586,0.402947121780409,0.394751942012067,"Not Significant"
15975,1.5e-08,1.43e-08,1.61e-08,3.41e-08,1.25e-08,1.67e-08,1.89e-07,9.24e-05,1.33e-08,0.000230736,2.23e-07,6.17e-06,2.71e-08,2.82e-08,3.1e-08,-1.94034713769,0.489555100023039,0.310198420736731,"Not Significant"
4648,4.97e-06,7.95e-06,2.02e-06,4.09e-06,6.77e-07,2.54e-06,1.89e-07,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.18e-08,1.51e-05,2.94e-05,0.000200151,-4.01168211466553,0.288086366206633,0.540477294379543,"Not Significant"
11879,6.87e-06,5.89e-06,9.31e-06,0.000821964,0.000474483,0.000717327,7.37e-06,3.32e-07,6.26e-06,5.06e-06,2.23e-07,2.13e-06,2.71e-08,2.82e-08,3.1e-08,7.50955322121026,0.0839267162946026,1.07609976870189,"Not Significant"
12484,1.5e-08,1.56e-06,1.72e-06,0.000118979,6.4e-05,8.69e-05,1.89e-07,3.32e-07,6.97e-07,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,8.7961677731117,0.0864143879142811,1.06341394187808,"Not Significant"
12584,9.33e-05,6.77e-05,7.83e-05,0.001590108,0.001450356,0.001617213,3.23e-05,1.46e-06,3.5e-05,9.42e-05,4.47e-05,0.000125475,3.23e-06,3.32e-05,2.14e-06,3.44991755375205,0.0810551649372896,1.09121930614186,"Not Significant"
27685,0.001685124,0.001597144,0.001187014,0.001640423,0.000557427,0.000879473,0.000558706,0.000523613,0.000597388,0.002815256,0.000778886,0.003906313,0.00440352,0.00252844,0.001638899,-1.38562440515297,0.0293578607499702,1.53227559379453,"Significant in NS"
23119,0.000638858,0.000904537,0.00094024,1.29e-06,2.93e-06,4.25e-06,4.39e-06,3.32e-07,4.34e-05,5.08e-05,2.2e-06,7.2e-05,2.71e-08,2.82e-08,3.1e-08,3.75899923130207,0.0978481360758221,1.0094474428695,"Not Significant"
21510,0.000445667,0.000455603,0.000410506,6.1e-06,1.25e-08,1.39e-06,1.79e-05,1.32e-06,5.37e-05,9.24e-05,1.71e-05,0.000108152,0.000189956,0.000232285,0.000198243,0.147146158234788,0.851546197869029,0.0697917858278089,"Not Significant"
25439,0.000113878,0.000109243,0.000230314,9.53e-07,7.39e-07,8.45e-07,1.2e-05,3.02e-06,4.8e-05,5.89e-05,2.15e-06,4.29e-05,0.000323973,0.000437428,0.000348113,-1.81030960376635,0.124157686987198,0.906026386759641,"Not Significant"
23332,0.000216241,0.000434415,0.000265242,2.45e-06,2.87e-06,2.87e-06,1.31e-05,4.28e-06,2.39e-05,0.000108231,2.8e-05,0.000116545,0.000294046,0.000347959,0.000252528,-0.834065589251983,0.275492739103427,0.559889842942397,"Not Significant"
20698,0.00017581,0.000582832,0.000272994,1.81e-06,1.12e-06,8.59e-07,8.57e-06,3.32e-07,2.44e-05,7.94e-05,6.61e-06,9.59e-05,0.000151925,0.000189979,7.59e-05,0.248584314223708,0.797875726857014,0.098064746923916,"Not Significant"
24000,0.000447538,0.000341354,0.000392745,7.01e-06,6.56e-06,1.99e-05,1.65e-05,9.53e-06,6.57e-05,0.000196337,2.06e-05,0.000157905,0.000174973,0.000224571,0.000196998,-0.156996922298767,0.815165989001045,0.088753948600876,"Not Significant"
20249,0.000502969,0.000183864,0.000257266,3.41e-08,1.25e-08,1.56e-06,1.96e-05,3.32e-07,2.82e-05,5.94e-05,1.91e-05,0.00010224,0.000150132,0.000185441,0.000159508,-0.0285935566310865,0.973025787551437,0.0118756497184067,"Not Significant"
