"featureIDs","A1.mzML","A2.mzML","A3.mzML","A4.mzML","A5.mzML","A6.mzML","A7.mzML","A8.mzML","A9.mzML","A10.mzML","A11.mzML","A12.mzML","A13.mzML","A14.mzML","A15.mzML","logFC","pvalue","logpval","Sample_Type"
12718,4.56e-05,7.24e-05,6.36e-05,3.23e-05,2.59e-05,4.93e-05,1.89e-07,3.32e-07,4.4e-05,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,9.07813945635214,0.00227137910557579,2.64371037360989,"Significant in SMRW"
1536,1.65e-05,9.32e-07,3.57e-06,5.48e-06,4.49e-06,2.87e-05,1.89e-07,3.64e-05,8.45e-07,5.04e-08,6.43e-05,3.49e-05,2.71e-08,2.82e-08,3.1e-08,-0.617728881602597,0.645778717286707,0.189916271981059,"Not Significant"
9221,1.5e-08,1.43e-08,1.61e-08,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,1.33e-08,6.04e-06,2.23e-07,0.000322306,2.71e-08,2.82e-08,3.1e-08,-9.58250329842644,0.35355956121178,0.451537413757656,"Not Significant"
8777,1.5e-08,1.43e-08,1.61e-08,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,1.33e-08,2.36e-06,2.23e-07,0.000475671,2.71e-08,2.82e-08,3.1e-08,-10.1239653908183,0.360664308251973,0.44289683382851,"Not Significant"
4674,4.26e-06,3.09e-06,3.64e-06,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,1.84e-06,3.35e-06,2.23e-07,2.46e-06,2.1e-05,2.32e-05,0.000149941,-4.48437342238555,0.235921049577013,0.627233308341597,"Not Significant"
37479,1.5e-08,1.43e-08,1.61e-08,2.16e-06,1.02e-05,1.66e-05,1.89e-07,3.32e-07,1.79e-06,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,5.66491963448841,0.12118464505064,0.916552404858153,"Not Significant"
10922,0.000133238,0.000264373,0.000820423,5.7e-06,9.62e-06,1.1e-05,6.37e-06,9.86e-07,3.57e-05,1.06e-05,3.13e-06,7.94e-06,2.71e-08,2.82e-08,3.1e-08,5.30193204470636,0.158398593639813,0.800248678663068,"Not Significant"
11377,2.15e-05,4.78e-05,7.42e-05,4.81e-06,4.59e-06,3.26e-06,1.89e-07,3.32e-07,8.4e-06,2.56e-06,2.23e-07,2.05e-06,2.71e-08,2.82e-08,3.1e-08,4.48361473238208,0.0766900385013355,1.11526104419786,"Not Significant"
15400,9.98e-06,1.91e-05,1.21e-05,2.17e-06,1.25e-08,1.1e-06,7.17e-06,3.32e-07,1.45e-06,4.84e-05,1.51e-05,4.65e-05,0.000184233,0.000144702,0.000299854,-4.3748215496974,0.0452357837174959,1.34451788105779,"Significant in NS"
14070,1.99e-05,2.6e-05,8.47e-06,3.15e-06,2.5e-06,3.38e-06,6.55e-06,3.32e-07,1.38e-06,5.6e-05,2.42e-05,4.13e-05,0.000662755,0.00033008,0.000593528,-5.15980263313955,0.066455911458637,1.17746638116704,"Not Significant"
13175,2.57e-05,4e-05,8.09e-06,3.2e-06,5.94e-06,1.44e-05,4.41e-06,3.32e-07,2.8e-06,5.92e-05,2.19e-05,5.2e-05,0.000488116,0.000633157,0.000619151,-4.74401551335195,0.0564819393269035,1.24809040004915,"Not Significant"
11272,3.69e-05,3.26e-05,2.72e-05,0.000896276,0.000631774,0.000784214,1.08e-05,3.32e-07,8.82e-06,5.35e-05,2.4e-05,5.13e-05,1.65e-06,1.14e-05,3.1e-08,3.51259678803897,0.0893181992842065,1.04906004118519,"Not Significant"
5846,2.82e-05,5.4e-05,6.88e-06,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.18e-08,4.28e-06,6.78e-07,3.51e-06,2.76532497964657,0.21692910057095,0.663682184409729,"Not Significant"
26046,1.1e-05,6.23e-05,6.93e-05,0.000746969,0.000414388,0.000412183,2.64e-05,1.93e-05,0.000183288,5.21e-05,1.83e-05,3.97e-05,2.08e-05,1.63e-05,3.16e-05,2.85848395315933,0.0603780681071579,1.21912078703706,"Not Significant"
12189,0.00088042,0.000656737,0.000703114,0.000823276,0.000803432,0.000850395,0.00033702,7.39e-05,0.000300072,0.000650491,0.000299832,0.000589673,0.000227628,0.000342954,0.000190629,0.653164731164766,0.102261947162688,0.990285942159454,"Not Significant"
5588,0.000740272,0.000542108,0.000481024,0.000445941,0.000369237,0.000486725,0.000304352,0.000126578,0.000297898,0.00164012,0.000894369,0.001591325,0.00059748,0.000425377,0.000887843,-1.25490714257736,0.035419731640118,1.45075473359364,"Significant in NS"
29366,0.000173614,0.000174682,0.000167667,7.65e-05,8.23e-05,1.35e-05,0.000219426,5.7e-06,0.000103906,0.000243204,7.46e-05,0.000126389,2.87e-05,2.84e-05,2.07e-05,0.37767323336141,0.561577731008902,0.250590122195386,"Not Significant"
29892,0.000138536,0.000136161,0.000120417,4.97e-05,0.000133367,1.35e-05,0.000387372,1.99e-05,6.83e-05,0.000347775,6.36e-05,9.62e-05,2.26e-05,2.86e-05,2.39e-05,0.288176399740606,0.743073703759998,0.128968107438948,"Not Significant"
17327,2.52e-05,2.2e-05,0.000144682,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,9.79e-07,7.08e-05,9.89e-06,5.26e-05,2.71e-08,2.82e-08,3.1e-08,-0.048539156491613,0.971656864140827,0.0124870769670192,"Not Significant"
14478,0.004136519,0.00329877,0.003326295,0.002557415,0.002424436,0.00378695,2.27e-05,6.29e-06,0.002514111,7.17e-06,2.23e-07,7.73e-07,2.71e-08,2.82e-08,3.1e-08,10.8002680977822,0.00119000087798945,2.9244527181824,"Significant in SMRW"
24748,1.5e-08,1.43e-08,1.61e-08,1.32e-05,2.99e-06,1.27e-06,3.53e-05,3.88e-05,1.33e-08,0.000148497,2.05e-05,0.000362304,2.65e-06,2.82e-08,3.1e-08,-3.12811580210385,0.243349263004775,0.613769964700706,"Not Significant"
21755,1.5e-08,1.43e-08,1.61e-08,5.56e-05,2.42e-05,3.41e-05,0.000119271,5.09e-05,1.33e-08,0.0002952,6.39e-05,0.000550111,1.21e-05,2.82e-08,3.1e-08,-2.28219379420989,0.243101716068331,0.614211975437305,"Not Significant"
26763,1.5e-08,1.43e-08,1.61e-08,4.71e-05,9.5e-05,5.74e-05,0.000232114,0.000165518,1.33e-08,0.000122441,6.42e-05,0.000356637,5e-05,2.92e-06,3.1e-08,-0.582637350363501,0.605888331609807,0.217607411204195,"Not Significant"
22937,1.5e-08,1.43e-06,1.61e-08,0.000118288,2.44e-05,1.97e-05,0.000137773,8.68e-05,1.33e-08,0.000267231,3.6e-05,0.000418726,2.37e-05,3.15e-06,5.88e-06,-1.54316623719611,0.308878033712272,0.510212976051931,"Not Significant"
22602,1.6e-06,4.45e-06,1.61e-08,0.000123382,7.99e-05,7.47e-05,0.000242198,0.000201011,1.33e-08,0.000534771,0.000102123,0.001370363,3.96e-05,3.15e-06,2.02e-06,-2.08144844963954,0.293910847738867,0.53178438457662,"Not Significant"
14107,0.000150095,0.000294832,0.000220169,0.000176223,0.000148702,0.00021673,4.99e-06,3.32e-07,0.000175311,1.58e-05,1.13e-06,1.9e-05,1.43e-05,1.24e-05,1.92e-05,3.49863098904263,0.00239857077145027,2.62004746285709,"Significant in SMRW"
13894,0.000236647,0.00041813,0.000345859,0.000201985,0.000199282,0.000325129,7.8e-06,2.04e-06,0.00023876,1.58e-05,1.13e-06,1.76e-05,1.43e-05,2.49e-06,1.92e-05,4.22317545624807,0.00224764881723601,2.64827154392632,"Significant in SMRW"
13607,3.16e-05,4.62e-05,4.97e-05,0.000188402,2.86e-05,4.74e-05,7.27e-06,2.04e-06,3.67e-05,1e-05,1e-06,5.38e-06,3.61e-06,2.82e-08,9.37e-06,3.31236958037114,0.0444749704798694,1.35188433150562,"Significant in SMRW"
13309,6.16e-05,9.73e-05,6.12e-05,3.28e-05,1.28e-05,6.65e-05,1.89e-07,3.32e-07,6.42e-05,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,9.3287812466834,0.0046919460458139,2.32864699061875,"Significant in SMRW"
2286,1.43e-06,3.45e-06,2.89e-06,1.1e-06,5.58e-06,1.44e-05,1.89e-07,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,5.57304678890765,0.0685598197309006,1.16393033300402,"Not Significant"
16480,1.5e-08,1.43e-08,1.61e-08,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.18e-08,2.71e-08,0.000153721,6.31e-05,-8.98477479219983,0.218199786608085,0.661145678472592,"Not Significant"
14925,1.5e-08,1.43e-08,1.61e-08,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.18e-08,2.15e-06,0.00042007,0.00016893,-10.4302457268142,0.21796167800716,0.661619857280844,"Not Significant"
10561,2.6e-05,2.72e-05,1.29e-05,3.41e-08,1.25e-08,3.19e-06,5.72e-06,3.32e-07,3.23e-06,3.81e-05,2.34e-05,4.22e-05,0.000437804,0.000249697,0.000292199,-4.36951401320547,0.0578986809579351,1.23733133021411,"Not Significant"
10196,1.49e-05,1.62e-05,8.16e-06,3.41e-08,1.77e-06,1.54e-06,1.89e-06,3.32e-07,5.88e-07,2.51e-05,2.59e-05,2.34e-05,0.00015594,0.000185138,0.000207072,-4.36194001762703,0.0403611944874858,1.39403598932196,"Significant in NS"
7910,6.65e-05,5.55e-05,5.44e-05,2.98e-05,2.46e-05,2.49e-05,9.43e-07,3.32e-07,2.39e-05,2.47e-05,8.69e-06,2.69e-05,6.87e-06,5.09e-06,3.9e-06,1.29804977685882,0.0591645665419405,1.22793831291335,"Not Significant"
34536,0.000181234,0.000104759,0.000145729,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,1.43e-06,4.45e-06,2.23e-07,1.14e-05,5.08e-06,1.46e-05,1.76e-05,2.43821438858089,0.152462691337738,0.81683641814324,"Not Significant"
33874,0.000180614,0.000267749,0.000431348,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,6.42e-07,1.56e-05,2.23e-07,3.8e-05,9.82e-06,1.87e-05,2.79e-05,2.41338978623596,0.174972254177255,0.757030813102577,"Not Significant"
29791,0.00152655,0.001521958,0.002101045,0.000399446,0.000455697,0.000288896,0.000963479,0.00055886,0.001713066,0.001097544,0.000793535,0.000871309,0.000520134,0.000540368,0.000471268,0.564986591743419,0.189674766057738,0.72199044291644,"Not Significant"
24245,1.5e-08,1.43e-08,9.22e-06,0.000174353,7.49e-05,1.67e-08,7.94e-06,9.95e-06,1.33e-08,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,8.80680336121143,0.157259846914389,0.803382151436312,"Not Significant"
40549,1.41e-05,0.000110336,1.79e-05,1.55e-06,1.25e-08,1.67e-08,1.89e-07,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,7.87049456343561,0.219816162747895,0.657940377726203,"Not Significant"
8283,3.5e-05,3.13e-05,5.55e-05,0.001028704,0.000803685,0.000630005,1.75e-05,1.62e-05,6.94e-05,2.99e-05,7.05e-06,2.25e-05,8.13e-06,9.74e-06,3.1e-06,4.47749351912653,0.0674104962040485,1.17127247603749,"Not Significant"
9027,6.73e-07,2.77e-06,4.18e-06,0.000180618,8.02e-05,8.63e-05,1.89e-07,1.08e-06,1.2e-05,3.45e-06,2.74e-06,3.35e-06,1.12e-06,1.22e-06,1.63e-06,4.18268288892184,0.102508453109046,0.989240320098534,"Not Significant"
2352,3.35e-05,8.86e-05,1.44e-05,2.42e-05,2.69e-05,1.67e-08,1.89e-07,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,8.25182031047132,0.060510051071716,1.21817248051403,"Not Significant"
4067,6.4e-06,5.93e-06,9.13e-06,6.42e-05,0.000166291,0.000160338,1.89e-07,3.32e-07,3.17e-06,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,9.39644351965452,0.0807978708858923,1.09260008321912,"Not Significant"
6701,1.5e-08,3.05e-06,1.89e-06,0.000416523,0.000276304,0.000310764,5.92e-06,3.32e-07,6.12e-05,4.75e-06,2.23e-07,3.13e-06,5.2e-07,2.82e-08,3.1e-08,6.3684365238721,0.0658925672761694,1.18116357133919,"Not Significant"
14118,1.29e-06,1.43e-08,1.61e-08,3.41e-08,1.25e-08,0.000160777,1.89e-07,3.32e-07,1.33e-08,4.01e-06,2.23e-07,6.18e-06,2.71e-08,2.82e-08,3.1e-08,3.36869426887428,0.387499418135216,0.411728945288908,"Not Significant"
25064,1.5e-08,1.43e-08,1.61e-08,9.06e-05,4.14e-05,2.16e-05,0.000414433,0.000236741,1.34e-06,0.000177129,3e-05,0.000442489,3.79e-05,6.29e-06,5.67e-06,-0.380176055490886,0.75782771436592,0.120429516273879,"Not Significant"
25901,1.5e-08,1.43e-08,1.61e-08,5.49e-05,2.07e-05,2.22e-05,0.000171719,7.78e-05,1.33e-08,0.000200048,6.61e-05,0.000413381,2.7e-05,9.05e-06,8.47e-06,-1.64454469284338,0.275359520976384,0.560099902527461,"Not Significant"
20429,1.5e-08,1.43e-08,1.61e-08,7.05e-05,1.95e-05,2.67e-05,0.000284732,7.66e-05,1.41e-06,0.000289932,4.08e-05,0.000492459,1.13e-05,2.82e-08,2.74e-06,-1.38914391990027,0.369769971276524,0.432068360452203,"Not Significant"
24288,1.5e-08,1.43e-08,1.61e-08,0.000148241,0.00010505,4.5e-05,0.000609892,0.000261399,6.13e-06,0.000262739,5.44e-05,0.000525843,4.16e-05,7.46e-06,3.1e-08,-0.18660576695959,0.870834063497724,0.0600645914594235,"Not Significant"
23230,1.5e-08,1.43e-08,1.61e-08,1.54e-05,1.04e-05,3.45e-06,2.34e-05,1.07e-05,1.33e-08,0.000105977,1.62e-05,0.000326574,2.59e-06,2.82e-08,3.1e-08,-3.41661685421674,0.254683702659851,0.593998844872856,"Not Significant"
8766,0.0004288,0.000336984,0.000438394,0.001336863,0.000755623,0.000801318,0.000465573,0.000106235,0.000317865,0.000916922,0.000326549,0.000799764,0.000172976,0.000232607,0.00015621,0.352100296237185,0.52473641937375,0.280058792511856,"Not Significant"
5964,1.5e-08,1.43e-08,1.61e-08,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.08e-05,2.71e-08,2.82e-08,3.1e-08,-6.89900775723685,0.363197321554634,0.439857362899663,"Not Significant"
3999,1.5e-08,1.43e-08,1.61e-08,5.63e-07,1.25e-08,3.3e-05,1.89e-07,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.18e-08,1.1e-06,2.82e-08,3.1e-08,3.93919092811789,0.360076981226438,0.443604641044349,"Not Significant"
21145,1.5e-08,1.43e-08,1.61e-08,3.86e-05,0.000353799,1.67e-08,1.89e-07,3.32e-07,1.33e-08,1.69e-05,2.23e-07,4.21e-05,2.71e-08,2.82e-08,3.1e-08,2.14321967561221,0.41724027444807,0.379613777603209,"Not Significant"
4875,1.51e-05,8.72e-06,4.18e-06,0.000126295,8.65e-05,0.000133733,2.16e-06,3.32e-07,1.52e-06,1.01e-05,4.11e-06,5.36e-06,3.03e-06,1.67e-06,3.27e-06,3.19588279131797,0.0829772287228093,1.08104107385134,"Not Significant"
8954,4.55e-06,4.47e-06,2.33e-06,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,1.33e-08,1.93e-05,2.05e-05,1.46e-05,9.73e-05,9.81e-05,0.000507406,-6.57085559559784,0.169789467970583,0.770089252514438,"Not Significant"
12462,4.59e-05,4.22e-05,3.01e-05,2.35e-06,2.48e-06,3.35e-06,5.27e-06,3.32e-07,3.45e-06,8.02e-05,2.07e-05,5.89e-05,0.00051829,0.000261593,0.000478004,-3.97286098148467,0.0565544989672245,1.24753284080181,"Not Significant"
5501,0.001676113,0.001295483,0.000990588,0.000752796,0.000819566,0.00090926,0.000401863,0.000148088,0.000509225,0.002556953,0.001054371,0.002645367,0.002199271,0.000784471,0.001792362,-1.1412248217364,0.0234548285032415,1.62976773817486,"Significant in NS"
6156,3.65e-05,2.51e-05,2.83e-05,0.000139594,1.83e-05,3.05e-05,5.98e-05,3.47e-05,2.12e-05,7.63e-05,2.4e-05,7.33e-05,2.74e-05,5.24e-05,2.48e-05,-0.0829112610621843,0.87466500138585,0.0581582508715557,"Not Significant"
35845,0.000367521,0.00038534,0.000530056,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,1.33e-08,3.54e-06,2.23e-07,1.22e-05,1.34e-06,3.95e-06,5.16e-06,5.01774522300025,0.0941799594131439,1.02604150105247,"Not Significant"
25201,0.000355863,0.000302779,0.000287023,0.000183808,7.86e-05,0.000113182,0.000344027,0.000118388,0.000718779,0.000295839,0.000127929,0.000728981,0.000230146,0.000158353,0.000124803,0.00194560230185785,0.997458471002799,0.00110517703447428,"Not Significant"
29326,3.77e-06,1.24e-06,3.35e-06,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.18e-08,0.00042406,0.00044008,0.000347938,-7.66550410610508,0.0786447229328698,1.10433041325714,"Not Significant"
31783,8.35e-05,0.000163437,6.43e-05,3.41e-08,1.25e-08,1.67e-08,3.69e-06,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.18e-08,6.18e-05,0.000117845,0.000139384,-0.603231871890919,0.585592621262802,0.232404404226027,"Not Significant"
41754,1.12e-05,0.000185603,0.000124516,3.16e-06,1.25e-08,1.67e-08,1.89e-07,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,9.04055771922146,0.15693012926164,0.804293667529114,"Not Significant"
40912,7.73e-05,0.000185028,0.000121457,5.95e-06,1.25e-08,1.67e-08,1.89e-07,9.18e-06,1.33e-08,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,9.33684771385601,0.0878830905774141,1.05609467868467,"Not Significant"
13744,1.5e-08,1.43e-08,1.61e-08,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.18e-08,2.85e-06,0.000450759,0.00021875,-10.61585742039,0.202976710732749,0.69255378957688,"Not Significant"
2969,1.07e-05,9.07e-06,1.67e-05,1.39e-05,2.39e-05,2.93e-05,1.89e-07,3.32e-07,8.53e-06,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,7.51140521953134,0.00505354340593958,2.29640399970119,"Significant in SMRW"
3827,8.17e-05,6.71e-05,0.000120626,8.74e-05,7.34e-05,0.000115998,1.89e-07,3.32e-07,5.64e-05,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,9.93243423043348,0.00166005953958188,2.77987633530443,"Significant in SMRW"
28609,0.000218657,0.00019332,0.000209181,6.89e-05,5.91e-05,3.94e-05,0.000177501,7.24e-05,0.000224151,0.000432209,0.000202837,0.00027074,5.1e-05,5.43e-05,5.08e-05,-0.335182310430591,0.610690795650906,0.214178625653627,"Not Significant"
34641,6.26e-07,1.68e-05,2.31e-05,0.000143955,1.25e-08,1.36e-05,0.000127094,5.5e-05,1.33e-08,5.96e-06,0.000359497,5.81e-06,1.38e-05,1.35e-05,3.07e-05,-0.760076202616168,0.645878597190325,0.189849106656953,"Not Significant"
43083,2.31e-07,4.97e-05,9.96e-06,3.81e-05,1.25e-08,2.37e-06,3.14e-05,4.97e-05,1.33e-08,9.35e-06,0.000368034,1.13e-05,2.23e-05,8.28e-05,7.04e-05,-2.22126363192403,0.247835067804123,0.605837242446261,"Not Significant"
35980,1.5e-08,7.74e-06,7.2e-07,2.44e-05,5.44e-07,1.24e-05,0.000137476,0.000286758,1.33e-08,1.45e-05,0.002747171,2.07e-05,0.000115854,7.61e-05,9.91e-05,-3.29387362086705,0.35161455457225,0.453933156238798,"Not Significant"
42145,2.71e-07,4.08e-05,7.4e-05,0.000229769,1.25e-08,2.52e-06,2.65e-05,3.32e-05,1.33e-08,5.45e-06,6.56e-05,8.22e-06,1.07e-05,2.06e-05,5.54e-05,0.709447907438483,0.52522081589886,0.279658069995231,"Not Significant"
33809,1.5e-08,2.14e-05,2.67e-05,0.000194477,1.25e-08,5.34e-06,9.97e-05,4.77e-05,1.33e-08,7.98e-06,8.52e-05,5.04e-06,3.46e-06,1.2e-05,3.65e-05,0.811503690228895,0.469012513314824,0.328815570097109,"Not Significant"
470,0.00040517,9.36e-06,0.000192262,4.17e-05,1.58e-05,5.25e-07,1.5e-05,0.000113194,5.34e-07,8.19e-05,0.000358355,0.001068202,7.31e-07,2.82e-08,1.84e-06,-1.51413587749025,0.396564817988743,0.401685817692743,"Not Significant"
3307,1.5e-08,1.43e-08,1.61e-08,3.41e-08,1.25e-08,1.34e-05,1.89e-07,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,5.47e-07,3.33368089770049,0.371366601241601,0.43019715700093,"Not Significant"
17328,2.48e-05,1.92e-05,0.000113991,3.41e-08,1.25e-08,1.67e-08,8.35e-06,5.58e-06,7.63e-07,0.000128481,0.000147608,8.88e-05,2.71e-08,2.82e-08,3.1e-08,-1.66409817065543,0.219149056509668,0.659260394750049,"Not Significant"
4453,0.000113301,4.14e-05,0.000111426,2.2e-05,1.86e-05,0.000151246,1.89e-07,3.32e-07,6.19e-06,0.000493373,2.51e-05,0.000336011,1.3e-05,1.36e-05,6.5e-06,-1.51859619097534,0.323998436143758,0.489457086014918,"Not Significant"
4858,3.57e-05,1.72e-05,3.63e-05,1.8e-06,1.25e-08,2.07e-05,1.89e-07,3.32e-07,1.33e-08,0.000147919,1.23e-05,0.000116041,4.09e-06,3.38e-06,6.04e-06,-1.95319642424699,0.242789652436308,0.614769826598324,"Not Significant"
8962,0.000139442,0.000265937,2.32e-05,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,1.33e-08,1.21e-05,2.1e-05,3e-05,0.000149765,5.26e-05,0.000113934,-0.407106958732791,0.6944763899401,0.158342514351171,"Not Significant"
14481,0.001368815,0.001095085,0.001031194,0.00071431,0.000755677,0.001176464,1.89e-07,3.32e-07,0.001110287,2.69e-05,2.35e-06,8.87e-06,1.59e-05,8.99e-06,1.05e-05,6.03940231574115,0.00140165222599482,2.85335972892799,"Significant in SMRW"
8769,6.78e-05,5.57e-05,7.41e-05,0.000221723,0.000106492,0.000113347,7.45e-05,1.61e-05,5.68e-05,0.000149584,5.39e-05,0.000117709,2.78e-05,3.43e-05,2.51e-05,0.360639850337534,0.517028885894739,0.286485192623184,"Not Significant"
5509,5.52e-06,7.05e-06,5.91e-06,8.69e-05,0.000119136,8.33e-05,1.89e-07,3.32e-07,3.91e-06,1.32e-06,2.23e-07,4.13e-06,4.87e-07,2.82e-08,6.87e-07,4.92017971763456,0.0665914599639352,1.17658146344759,"Not Significant"
6278,1.03e-05,1.12e-05,1.21e-05,5.32e-05,7.43e-05,5.71e-05,1.89e-07,3.32e-07,5.07e-06,1.14e-05,2.11e-06,7.84e-06,3.22e-06,2.88e-06,2.64e-06,2.30983350541582,0.0704776352851975,1.15194867610309,"Not Significant"
13697,1.5e-08,1.43e-08,1.61e-08,0.00015099,0.00022128,0.000231268,1.89e-07,3.32e-07,3.01e-05,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,10.0048772399382,0.0697027093339879,1.15675034061172,"Not Significant"
12708,1.5e-08,1.43e-08,1.61e-08,0.000141913,0.000214767,0.000208803,1.89e-07,3.32e-07,1.43e-05,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,9.87685109125247,0.0771065548841678,1.1129087006907,"Not Significant"
15126,4.99e-05,6.76e-06,2.09e-05,3.41e-08,1.25e-08,1.67e-08,7.85e-05,3.32e-07,1.4e-05,2.02e-05,7.5e-06,1.48e-05,2.71e-08,6.01e-06,3.1e-08,1.22635000357828,0.293600878643813,0.532242649063908,"Not Significant"
30249,7.73e-05,6.24e-05,9.1e-05,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,1.52e-05,0.000100725,7.8e-06,9.96e-05,0.000145285,0.000201364,0.000232741,-2.26077414786411,0.023591702439591,1.6272407181461,"Significant in NS"
30755,0.000108828,9.29e-05,0.000139783,3.41e-08,1.17e-06,2.02e-06,7.48e-06,3.32e-07,1.73e-05,0.000126296,1.08e-05,0.000119658,0.000161714,0.000353363,0.000260254,-2.06552342455741,0.0434410283287309,1.36209990275145,"Significant in NS"
37061,8.71e-05,0.00029587,0.000124933,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,1.33e-08,5.04e-08,2.23e-07,2.5e-06,2.71e-08,2.82e-08,3.1e-08,6.88927935801188,0.135499828185679,0.868061255476357,"Not Significant"
36629,0.000395401,0.000208037,0.000502631,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,1.33e-08,5.92e-07,2.23e-07,1.47e-05,2.71e-08,5.25e-07,3.1e-08,5.51822392063883,0.107155711376966,0.969984676200347,"Not Significant"
907,1.5e-08,1.43e-08,3.13e-06,1.9e-05,1.13e-05,1.67e-08,2.67e-05,9.07e-05,1.33e-08,5.04e-08,4.71e-05,5.18e-08,2.71e-08,2.82e-08,3.1e-08,1.08896671798129,0.491467526393777,0.308505172794022,"Not Significant"
45511,7.27e-06,1.43e-08,1.61e-08,3.41e-08,5.89e-06,7.65e-06,6.98e-06,3.32e-07,1.17e-05,0.000129493,2.23e-07,8.14e-05,2.36e-05,2.76e-05,2.43e-05,-3.43010921025534,0.07883080236525,1.10330405302576,"Not Significant"
2059,2.14e-06,1.9e-06,4.05e-06,2.14e-05,4.59e-05,0.000129284,1.89e-07,3.32e-07,9.06e-07,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,8.38328085813016,0.147345895913874,0.831661956229259,"Not Significant"
13067,1.22e-05,8.68e-06,4.08e-06,0.000235685,0.000365383,0.000343322,1.87e-06,3.32e-07,1.53e-06,1.34e-05,9.22e-06,1.97e-05,2.71e-08,2.82e-08,3.1e-08,3.93524836623328,0.0930823658125897,1.031132587071,"Not Significant"
21493,0.000143899,2.34e-05,3.5e-06,7.02e-06,5.02e-06,1.54e-05,6.74e-06,4.12e-05,8.57e-06,4.04e-05,8.89e-06,6.76e-05,2.32e-05,1.94e-05,3.4e-05,-0.18814502408074,0.822371570149562,0.0849319118952296,"Not Significant"
23182,0.000278266,0.000141457,0.000106384,0.00018091,5.67e-05,0.00011852,0.000408758,0.000202887,0.000401627,0.000696079,0.000407384,0.001186425,0.00020995,0.000172958,0.00011166,-1.13977268952085,0.198093344625757,0.703130115278529,"Not Significant"
21988,1.15e-05,3.91e-06,2.65e-06,3.41e-08,1.25e-08,1.67e-08,2.77e-05,2.6e-06,5.96e-05,1.75e-05,5.94e-06,1.67e-05,2.71e-08,2.82e-08,3.1e-08,0.840169075565405,0.492724488973676,0.307395852253538,"Not Significant"
24347,1.61e-05,0.000186471,5.23e-05,5.4e-05,0.000149477,5.15e-05,4.45e-05,4.21e-06,0.004297046,0.000524081,1.73e-06,0.000586862,8.65e-05,2.82e-08,1.66e-05,1.41278091847185,0.503682373556813,0.297843247079464,"Not Significant"
